,contrast,energy,image_num,rep_n,subject,ns,ed_w,co_w,en_w
0,150.36452631578945,0.035408547491489445,8.0,0.0,D3 R3,500,-1,3,1
0,76.41131578947369,0.04811641512448878,8.0,1.0,D3 R3,500,-1,3,1
0,70.03526315789475,0.04996674448087069,8.0,2.0,D3 R3,500,-1,3,1
0,81.04126315789476,0.04691624824120608,8.0,3.0,D3 R3,500,-1,3,1
0,136.98534210526313,0.03669233184285896,8.0,4.0,D3 R3,500,-1,3,1
1,85.5175,0.050332701958335134,7.0,0.0,D3 R3,500,-1,3,1
1,127.33,0.038738862218492945,7.0,1.0,D3 R3,500,-1,3,1
1,117.58228947368418,0.03711991125574452,7.0,2.0,D3 R3,500,-1,3,1
1,125.21152631578951,0.039399702601630816,7.0,3.0,D3 R3,500,-1,3,1
1,127.41642105263159,0.040126824567382556,7.0,4.0,D3 R3,500,-1,3,1
2,82.03123684210524,0.04770726757530119,6.0,0.0,D3 R3,500,-1,3,1
2,110.20713157894737,0.042833108779964046,6.0,1.0,D3 R3,500,-1,3,1
2,49.55386842105264,0.05685638831271962,6.0,2.0,D3 R3,500,-1,3,1
2,49.404631578947374,0.05481639272478025,6.0,3.0,D3 R3,500,-1,3,1
2,77.32376315789475,0.04835313457542023,6.0,4.0,D3 R3,500,-1,3,1
3,130.04318421052633,0.03822519926338857,4.0,0.0,D3 R3,500,-1,3,1
3,131.52542105263157,0.03694471612912321,4.0,1.0,D3 R3,500,-1,3,1
3,121.33434210526316,0.038496204439303974,4.0,2.0,D3 R3,500,-1,3,1
3,120.31647368421054,0.03996540661324207,4.0,3.0,D3 R3,500,-1,3,1
3,115.64152631578945,0.040794350302713465,4.0,4.0,D3 R3,500,-1,3,1
4,200.07847368421054,0.031063875083125983,5.0,0.0,D3 R3,500,-1,3,1
4,195.54034210526316,0.031491463249867076,5.0,1.0,D3 R3,500,-1,3,1
4,216.20799999999997,0.031014751650538776,5.0,2.0,D3 R3,500,-1,3,1
4,174.89115789473684,0.03245227158070637,5.0,3.0,D3 R3,500,-1,3,1
4,164.9678157894737,0.03308339584039719,5.0,4.0,D3 R3,500,-1,3,1
5,73.06257894736841,0.04421452441195165,1.0,0.0,D3 R3,500,-1,3,1
5,104.3915,0.04295152843629491,1.0,1.0,D3 R3,500,-1,3,1
5,104.35039473684209,0.04079878501531341,1.0,2.0,D3 R3,500,-1,3,1
5,167.36252631578944,0.03260018651273056,1.0,3.0,D3 R3,500,-1,3,1
5,120.02681578947364,0.038173055064586965,1.0,4.0,D3 R3,500,-1,3,1
6,127.4501842105263,0.03701890379558999,2.0,0.0,D3 R3,500,-1,3,1
6,77.41755263157894,0.04533400208620848,2.0,1.0,D3 R3,500,-1,3,1
6,161.05544736842106,0.034087572572392366,2.0,2.0,D3 R3,500,-1,3,1
6,136.60173684210525,0.03696312360887819,2.0,3.0,D3 R3,500,-1,3,1
6,139.11200000000002,0.03504417967488856,2.0,4.0,D3 R3,500,-1,3,1
7,174.30581578947368,0.03295734042802366,3.0,0.0,D3 R3,500,-1,3,1
7,227.4603684210526,0.028572155585328936,3.0,1.0,D3 R3,500,-1,3,1
7,212.82626315789472,0.02921688527275881,3.0,2.0,D3 R3,500,-1,3,1
7,181.76873684210528,0.03274990748755199,3.0,3.0,D3 R3,500,-1,3,1
7,208.54131578947366,0.029559684212587957,3.0,4.0,D3 R3,500,-1,3,1
8,61.23415789473684,0.05005202971579035,8.0,0.0,D2 R3,500,-1,3,1
8,90.39326315789474,0.0455419200516893,8.0,1.0,D2 R3,500,-1,3,1
8,50.81902631578949,0.06080022119620065,8.0,2.0,D2 R3,500,-1,3,1
8,51.23792105263159,0.05501624036228856,8.0,3.0,D2 R3,500,-1,3,1
8,52.215736842105265,0.056964804218636526,8.0,4.0,D2 R3,500,-1,3,1
9,81.66373684210527,0.043300730419331794,7.0,0.0,D2 R3,500,-1,3,1
9,79.83599999999998,0.04799748233240268,7.0,1.0,D2 R3,500,-1,3,1
9,64.02655263157895,0.05206812871326212,7.0,2.0,D2 R3,500,-1,3,1
9,61.013289473684225,0.052914424196892136,7.0,3.0,D2 R3,500,-1,3,1
9,53.34360526315788,0.05501911340011923,7.0,4.0,D2 R3,500,-1,3,1
10,92.48671052631578,0.043598068205443895,6.0,0.0,D2 R3,500,-1,3,1
10,84.0783947368421,0.045180152624086325,6.0,1.0,D2 R3,500,-1,3,1
10,40.61450000000001,0.06211615091895304,6.0,2.0,D2 R3,500,-1,3,1
10,69.05902631578948,0.04900698830827183,6.0,3.0,D2 R3,500,-1,3,1
10,54.40615789473684,0.050648474858974446,6.0,4.0,D2 R3,500,-1,3,1
11,82.4692894736842,0.04880361601652165,4.0,0.0,D2 R3,500,-1,3,1
11,74.25878947368422,0.05026943333654995,4.0,1.0,D2 R3,500,-1,3,1
11,78.72192105263157,0.04803733471286463,4.0,2.0,D2 R3,500,-1,3,1
11,81.62565789473685,0.04754798931699051,4.0,3.0,D2 R3,500,-1,3,1
11,60.677,0.0504830578256094,4.0,4.0,D2 R3,500,-1,3,1
12,83.47494736842107,0.04597433569869486,5.0,0.0,D2 R3,500,-1,3,1
12,100.02615789473685,0.044617712903163714,5.0,1.0,D2 R3,500,-1,3,1
12,67.25305263157895,0.050205153910971904,5.0,2.0,D2 R3,500,-1,3,1
12,85.19594736842106,0.04572481066389787,5.0,3.0,D2 R3,500,-1,3,1
12,66.49139473684211,0.04923743283563601,5.0,4.0,D2 R3,500,-1,3,1
13,66.69510526315791,0.05421103410595085,1.0,0.0,D2 R3,500,-1,3,1
13,76.16173684210528,0.04933142340516901,1.0,1.0,D2 R3,500,-1,3,1
13,58.0008157894737,0.058120054967916925,1.0,2.0,D2 R3,500,-1,3,1
13,68.73323684210527,0.05336250032038616,1.0,3.0,D2 R3,500,-1,3,1
13,63.8218157894737,0.05567063435138739,1.0,4.0,D2 R3,500,-1,3,1
14,74.0132105263158,0.04751134505133756,2.0,0.0,D2 R3,500,-1,3,1
14,68.70439473684212,0.05010478286479223,2.0,1.0,D2 R3,500,-1,3,1
14,41.870421052631585,0.059717490489471434,2.0,2.0,D2 R3,500,-1,3,1
14,29.216815789473685,0.06949644264396707,2.0,3.0,D2 R3,500,-1,3,1
14,61.62202631578949,0.05772930011192534,2.0,4.0,D2 R3,500,-1,3,1
15,51.98713157894736,0.05766696522374264,3.0,0.0,D2 R3,500,-1,3,1
15,67.15310526315791,0.053551577643838326,3.0,1.0,D2 R3,500,-1,3,1
15,52.745000000000005,0.059100016756422485,3.0,2.0,D2 R3,500,-1,3,1
15,63.904026315789494,0.05531553282528474,3.0,3.0,D2 R3,500,-1,3,1
15,72.76628947368422,0.056188974283438664,3.0,4.0,D2 R3,500,-1,3,1
16,134.94560526315792,0.03922783969583613,8.0,0.0,D3 R1,500,-1,3,1
16,101.1891842105263,0.04232962836682045,8.0,1.0,D3 R1,500,-1,3,1
16,75.26523684210527,0.04920023464011791,8.0,2.0,D3 R1,500,-1,3,1
16,68.8241052631579,0.05129698373360958,8.0,3.0,D3 R1,500,-1,3,1
16,81.3969210526316,0.04803184178734733,8.0,4.0,D3 R1,500,-1,3,1
17,96.56705263157896,0.04497297203094764,7.0,0.0,D3 R1,500,-1,3,1
17,89.57805263157893,0.04355425342822158,7.0,1.0,D3 R1,500,-1,3,1
17,104.71502631578944,0.04455923335301349,7.0,2.0,D3 R1,500,-1,3,1
17,94.00271052631578,0.04183909290712286,7.0,3.0,D3 R1,500,-1,3,1
17,85.6285,0.045909812377923936,7.0,4.0,D3 R1,500,-1,3,1
18,78.35776315789474,0.04640163246961119,6.0,0.0,D3 R1,500,-1,3,1
18,116.43394736842106,0.04002874659562326,6.0,1.0,D3 R1,500,-1,3,1
18,81.61715789473685,0.04582292713227223,6.0,2.0,D3 R1,500,-1,3,1
18,141.16668421052634,0.03651803428793571,6.0,3.0,D3 R1,500,-1,3,1
18,139.58644736842103,0.03570007701133092,6.0,4.0,D3 R1,500,-1,3,1
19,103.58302631578947,0.040232891961277994,4.0,0.0,D3 R1,500,-1,3,1
19,93.43999999999998,0.043259464082290484,4.0,1.0,D3 R1,500,-1,3,1
19,115.28015789473686,0.03965088734235353,4.0,2.0,D3 R1,500,-1,3,1
19,143.48481578947369,0.0387353805859872,4.0,3.0,D3 R1,500,-1,3,1
19,111.97284210526315,0.04016084782547478,4.0,4.0,D3 R1,500,-1,3,1
20,123.25778947368421,0.04025105167153798,5.0,0.0,D3 R1,500,-1,3,1
20,135.42344736842105,0.03768939246935591,5.0,1.0,D3 R1,500,-1,3,1
20,111.5118947368421,0.04108622950390612,5.0,2.0,D3 R1,500,-1,3,1
20,86.39768421052634,0.045392875629274,5.0,3.0,D3 R1,500,-1,3,1
20,100.58578947368423,0.041887049678246885,5.0,4.0,D3 R1,500,-1,3,1
21,215.0655789473684,0.029121919902996868,1.0,0.0,D3 R1,500,-1,3,1
21,131.89526315789476,0.03435913572481463,1.0,1.0,D3 R1,500,-1,3,1
21,206.47865789473684,0.027798661509458533,1.0,2.0,D3 R1,500,-1,3,1
21,311.6555526315788,0.02407569002989347,1.0,3.0,D3 R1,500,-1,3,1
