,contrast,energy,image_num,rep_n,subject,ns,ed_w,co_w,en_w
0,141.99647368421049,0.03687885854736061,8.0,0.0,D3 R3,100,-3,3,3
0,196.66307894736838,0.030888846609663914,8.0,1.0,D3 R3,100,-3,3,3
0,210.5911842105263,0.030461194149778013,8.0,2.0,D3 R3,100,-3,3,3
0,163.26768421052628,0.036242130677032226,8.0,3.0,D3 R3,100,-3,3,3
0,76.38613157894737,0.04739564641577299,8.0,4.0,D3 R3,100,-3,3,3
1,102.94444736842107,0.04378321453875059,7.0,0.0,D3 R3,100,-3,3,3
1,139.74042105263158,0.038282256509183245,7.0,1.0,D3 R3,100,-3,3,3
1,116.62602631578947,0.04139468665302943,7.0,2.0,D3 R3,100,-3,3,3
1,53.45542105263158,0.056996269985357534,7.0,3.0,D3 R3,100,-3,3,3
1,129.97026315789475,0.040168826545454145,7.0,4.0,D3 R3,100,-3,3,3
2,154.23742105263156,0.035831491395464814,6.0,0.0,D3 R3,100,-3,3,3
2,157.29507894736844,0.037336467064428926,6.0,1.0,D3 R3,100,-3,3,3
2,90.66136842105263,0.04425603469187224,6.0,2.0,D3 R3,100,-3,3,3
2,61.37015789473685,0.05354631412368817,6.0,3.0,D3 R3,100,-3,3,3
2,168.4641315789474,0.03388271076290472,6.0,4.0,D3 R3,100,-3,3,3
3,199.73181578947364,0.031046944171403905,4.0,0.0,D3 R3,100,-3,3,3
3,182.47813157894737,0.03182181280321884,4.0,1.0,D3 R3,100,-3,3,3
3,160.92281578947373,0.03414889184738551,4.0,2.0,D3 R3,100,-3,3,3
3,171.82331578947367,0.03253244172426865,4.0,3.0,D3 R3,100,-3,3,3
3,213.15302631578948,0.03132722038167614,4.0,4.0,D3 R3,100,-3,3,3
4,222.83994736842106,0.02935536636845193,5.0,0.0,D3 R3,100,-3,3,3
4,212.29749999999999,0.029956842225473027,5.0,1.0,D3 R3,100,-3,3,3
4,208.60713157894736,0.0312719064491436,5.0,2.0,D3 R3,100,-3,3,3
4,225.0518947368421,0.029899172669419955,5.0,3.0,D3 R3,100,-3,3,3
4,252.93113157894734,0.028429360384221718,5.0,4.0,D3 R3,100,-3,3,3
5,104.2021052631579,0.04143692433157826,1.0,0.0,D3 R3,100,-3,3,3
5,139.9103947368421,0.03772053802532075,1.0,1.0,D3 R3,100,-3,3,3
5,178.29244736842108,0.031884204444752776,1.0,2.0,D3 R3,100,-3,3,3
5,128.63213157894737,0.034715040008187856,1.0,3.0,D3 R3,100,-3,3,3
5,95.00726315789473,0.040714987167570146,1.0,4.0,D3 R3,100,-3,3,3
6,258.85023684210523,0.026225179533250983,2.0,0.0,D3 R3,100,-3,3,3
6,180.30300000000003,0.031678002539228166,2.0,1.0,D3 R3,100,-3,3,3
6,236.2111842105263,0.0262277738644296,2.0,2.0,D3 R3,100,-3,3,3
6,216.53868421052636,0.028580455761298588,2.0,3.0,D3 R3,100,-3,3,3
6,209.11702631578947,0.028517914863188092,2.0,4.0,D3 R3,100,-3,3,3
7,220.68294736842105,0.029315263861866545,3.0,0.0,D3 R3,100,-3,3,3
7,228.55781578947364,0.030150436526104905,3.0,1.0,D3 R3,100,-3,3,3
7,208.3377105263158,0.0291272342597657,3.0,2.0,D3 R3,100,-3,3,3
7,248.61349999999993,0.028191501096465607,3.0,3.0,D3 R3,100,-3,3,3
7,250.04865789473683,0.02808468717539172,3.0,4.0,D3 R3,100,-3,3,3
8,36.065473684210524,0.0657224421672851,8.0,0.0,D2 R3,100,-3,3,3
8,46.08318421052632,0.05909356283873118,8.0,1.0,D2 R3,100,-3,3,3
8,39.9892105263158,0.06324038746440601,8.0,2.0,D2 R3,100,-3,3,3
8,65.42936842105263,0.048062185595440066,8.0,3.0,D2 R3,100,-3,3,3
8,50.59428947368423,0.06031156410293914,8.0,4.0,D2 R3,100,-3,3,3
9,115.30784210526316,0.04659365289719952,7.0,0.0,D2 R3,100,-3,3,3
9,59.76965789473685,0.05340114679690294,7.0,1.0,D2 R3,100,-3,3,3
9,59.89307894736844,0.05445070707883454,7.0,2.0,D2 R3,100,-3,3,3
9,63.53894736842105,0.05202735736252058,7.0,3.0,D2 R3,100,-3,3,3
9,75.32057894736843,0.049548515635304866,7.0,4.0,D2 R3,100,-3,3,3
10,84.66178947368422,0.046248452096579844,6.0,0.0,D2 R3,100,-3,3,3
10,29.469157894736853,0.07579498106817269,6.0,1.0,D2 R3,100,-3,3,3
10,30.413315789473693,0.06876053432262151,6.0,2.0,D2 R3,100,-3,3,3
10,81.2295263157895,0.048887743112080745,6.0,3.0,D2 R3,100,-3,3,3
10,52.7276052631579,0.06064652250971011,6.0,4.0,D2 R3,100,-3,3,3
11,47.21244736842107,0.060396918318588684,4.0,0.0,D2 R3,100,-3,3,3
11,59.736421052631584,0.049923958797854384,4.0,1.0,D2 R3,100,-3,3,3
11,52.3642105263158,0.0559849696637843,4.0,2.0,D2 R3,100,-3,3,3
11,45.304184210526316,0.060491171146735134,4.0,3.0,D2 R3,100,-3,3,3
11,69.47955263157897,0.05274447431378115,4.0,4.0,D2 R3,100,-3,3,3
12,60.74639473684211,0.05243464802036332,5.0,0.0,D2 R3,100,-3,3,3
12,30.119500000000006,0.07114071538185116,5.0,1.0,D2 R3,100,-3,3,3
12,37.88505263157895,0.0625067309394947,5.0,2.0,D2 R3,100,-3,3,3
12,30.84631578947369,0.06882839021195378,5.0,3.0,D2 R3,100,-3,3,3
12,81.26226315789475,0.047892712507826715,5.0,4.0,D2 R3,100,-3,3,3
13,79.41139473684211,0.04823983179065963,1.0,0.0,D2 R3,100,-3,3,3
13,69.57489473684211,0.05537993926621981,1.0,1.0,D2 R3,100,-3,3,3
13,81.02647368421053,0.047011959196349436,1.0,2.0,D2 R3,100,-3,3,3
13,67.90776315789475,0.05214013652230974,1.0,3.0,D2 R3,100,-3,3,3
13,79.72742105263158,0.046427575177281286,1.0,4.0,D2 R3,100,-3,3,3
14,28.774605263157902,0.07505008023271054,2.0,0.0,D2 R3,100,-3,3,3
14,73.4799210526316,0.04535625752807334,2.0,1.0,D2 R3,100,-3,3,3
14,46.10615789473685,0.06056202607880689,2.0,2.0,D2 R3,100,-3,3,3
14,27.04244736842106,0.07533674632117045,2.0,3.0,D2 R3,100,-3,3,3
14,135.993,0.04343985637503486,2.0,4.0,D2 R3,100,-3,3,3
15,36.328263157894746,0.06669249211234445,3.0,0.0,D2 R3,100,-3,3,3
15,52.72865789473685,0.05613131677585776,3.0,1.0,D2 R3,100,-3,3,3
15,35.517473684210536,0.06719092313962186,3.0,2.0,D2 R3,100,-3,3,3
15,55.59147368421052,0.05593367040311714,3.0,3.0,D2 R3,100,-3,3,3
15,75.16473684210527,0.05027262586495101,3.0,4.0,D2 R3,100,-3,3,3
16,166.1078684210526,0.036482146622158415,8.0,0.0,D3 R1,100,-3,3,3
16,127.35976315789473,0.040791107777114984,8.0,1.0,D3 R1,100,-3,3,3
16,159.21252631578943,0.03599808108920895,8.0,2.0,D3 R1,100,-3,3,3
16,75.82121052631581,0.047418157368242876,8.0,3.0,D3 R1,100,-3,3,3
