,contrast,energy,image_num,rep_n,subject,ns,ed_w,co_w,en_w
0,68.31194736842106,0.050006450414946405,8.0,0.0,D3 R3,50,0,2,1
0,88.90255263157897,0.04493964096029129,8.0,1.0,D3 R3,50,0,2,1
0,109.36628947368418,0.042162046414930286,8.0,2.0,D3 R3,50,0,2,1
0,87.00623684210528,0.046438869059838093,8.0,3.0,D3 R3,50,0,2,1
0,131.09184210526314,0.03780086600746241,8.0,4.0,D3 R3,50,0,2,1
1,140.5296842105263,0.03848074850545616,7.0,0.0,D3 R3,50,0,2,1
1,136.36455263157896,0.03856794648208374,7.0,1.0,D3 R3,50,0,2,1
1,141.4736578947368,0.03753282035603129,7.0,2.0,D3 R3,50,0,2,1
1,145.08881578947367,0.039581086343377224,7.0,3.0,D3 R3,50,0,2,1
1,157.93855263157897,0.03607629841709409,7.0,4.0,D3 R3,50,0,2,1
2,61.77721052631579,0.05165604804056322,6.0,0.0,D3 R3,50,0,2,1
2,113.95634210526313,0.03923321049945037,6.0,1.0,D3 R3,50,0,2,1
2,156.73215789473684,0.03470379209244385,6.0,2.0,D3 R3,50,0,2,1
2,81.18836842105264,0.04588304489530165,6.0,3.0,D3 R3,50,0,2,1
2,54.41684210526317,0.05745385357709896,6.0,4.0,D3 R3,50,0,2,1
3,169.40386842105258,0.034033814861349584,4.0,0.0,D3 R3,50,0,2,1
3,125.01805263157894,0.03904828231562246,4.0,1.0,D3 R3,50,0,2,1
3,194.27181578947364,0.030370650059581384,4.0,2.0,D3 R3,50,0,2,1
3,174.52384210526313,0.030205144624266454,4.0,3.0,D3 R3,50,0,2,1
3,179.5454736842105,0.03238051229022303,4.0,4.0,D3 R3,50,0,2,1
4,232.4817105263158,0.02946722203593741,5.0,0.0,D3 R3,50,0,2,1
4,217.608,0.031789190483227904,5.0,1.0,D3 R3,50,0,2,1
4,201.94126315789475,0.030347405617298342,5.0,2.0,D3 R3,50,0,2,1
4,201.68144736842103,0.03141992857021385,5.0,3.0,D3 R3,50,0,2,1
4,215.18334210526314,0.030930855109161354,5.0,4.0,D3 R3,50,0,2,1
5,107.86568421052631,0.03811351320984037,1.0,0.0,D3 R3,50,0,2,1
5,118.91899999999995,0.03484668140563961,1.0,1.0,D3 R3,50,0,2,1
5,137.7416842105263,0.036377588531517874,1.0,2.0,D3 R3,50,0,2,1
5,163.056,0.03327940351119506,1.0,3.0,D3 R3,50,0,2,1
5,84.6482105263158,0.04457002567158395,1.0,4.0,D3 R3,50,0,2,1
6,135.31097368421052,0.03656174813370933,2.0,0.0,D3 R3,50,0,2,1
6,181.06226315789476,0.031535737982217926,2.0,1.0,D3 R3,50,0,2,1
6,185.57192105263164,0.03023071487549801,2.0,2.0,D3 R3,50,0,2,1
6,149.8732631578947,0.03363761682890121,2.0,3.0,D3 R3,50,0,2,1
6,104.93055263157895,0.039825615373641085,2.0,4.0,D3 R3,50,0,2,1
7,201.1601052631579,0.030907455016925427,3.0,0.0,D3 R3,50,0,2,1
7,177.72899999999996,0.034089781858304906,3.0,1.0,D3 R3,50,0,2,1
7,233.82734210526314,0.02857728138015113,3.0,2.0,D3 R3,50,0,2,1
7,196.43363157894734,0.029024914075998796,3.0,3.0,D3 R3,50,0,2,1
7,200.01084210526312,0.03033058278499709,3.0,4.0,D3 R3,50,0,2,1
8,39.16863157894737,0.06359241426738389,8.0,0.0,D2 R3,50,0,2,1
8,54.65734210526318,0.057882507679702856,8.0,1.0,D2 R3,50,0,2,1
8,53.84552631578947,0.05400749217031203,8.0,2.0,D2 R3,50,0,2,1
8,44.17513157894737,0.0573983474575595,8.0,3.0,D2 R3,50,0,2,1
8,45.15505263157895,0.05680391016933882,8.0,4.0,D2 R3,50,0,2,1
9,61.11915789473686,0.05221846422042846,7.0,0.0,D2 R3,50,0,2,1
9,51.985105263157905,0.060590609444934516,7.0,1.0,D2 R3,50,0,2,1
9,49.900447368421055,0.054512949870660174,7.0,2.0,D2 R3,50,0,2,1
9,59.527657894736855,0.054051968555355524,7.0,3.0,D2 R3,50,0,2,1
9,76.37186842105265,0.0532723624249756,7.0,4.0,D2 R3,50,0,2,1
10,27.128473684210533,0.07808275007148355,6.0,0.0,D2 R3,50,0,2,1
10,29.064,0.07095690676550473,6.0,1.0,D2 R3,50,0,2,1
10,28.09450000000001,0.07325319190761412,6.0,2.0,D2 R3,50,0,2,1
10,42.1842105263158,0.0605195190691867,6.0,3.0,D2 R3,50,0,2,1
10,26.92884210526316,0.08148573834737355,6.0,4.0,D2 R3,50,0,2,1
11,44.849078947368426,0.05945279383923736,4.0,0.0,D2 R3,50,0,2,1
11,64.34023684210526,0.04888823182041171,4.0,1.0,D2 R3,50,0,2,1
11,52.206394736842114,0.05781378311445759,4.0,2.0,D2 R3,50,0,2,1
11,43.11763157894737,0.06338699675280979,4.0,3.0,D2 R3,50,0,2,1
11,67.83357894736845,0.049384585222696065,4.0,4.0,D2 R3,50,0,2,1
12,67.51784210526316,0.04861235094932094,5.0,0.0,D2 R3,50,0,2,1
12,66.61673684210527,0.050846106277135,5.0,1.0,D2 R3,50,0,2,1
12,78.16173684210527,0.04773780318767922,5.0,2.0,D2 R3,50,0,2,1
12,98.48173684210528,0.043073372786598646,5.0,3.0,D2 R3,50,0,2,1
12,67.71557894736844,0.05070533322220175,5.0,4.0,D2 R3,50,0,2,1
13,79.11481578947371,0.048140779242122594,1.0,0.0,D2 R3,50,0,2,1
13,90.84915789473688,0.04897738892630742,1.0,1.0,D2 R3,50,0,2,1
13,70.58994736842106,0.050068827281792426,1.0,2.0,D2 R3,50,0,2,1
13,70.68747368421053,0.05226452269379271,1.0,3.0,D2 R3,50,0,2,1
13,56.862631578947386,0.05771280025279827,1.0,4.0,D2 R3,50,0,2,1
14,38.696421052631585,0.0618533444434217,2.0,0.0,D2 R3,50,0,2,1
14,50.90265789473685,0.053972814922815734,2.0,1.0,D2 R3,50,0,2,1
14,39.419657894736844,0.06405828587247452,2.0,2.0,D2 R3,50,0,2,1
14,58.95939473684211,0.055402734139557624,2.0,3.0,D2 R3,50,0,2,1
14,29.093921052631586,0.07087053664245052,2.0,4.0,D2 R3,50,0,2,1
15,52.768,0.05498655400990006,3.0,0.0,D2 R3,50,0,2,1
15,24.744815789473687,0.09083181125733478,3.0,1.0,D2 R3,50,0,2,1
15,30.639710526315792,0.07443498622633872,3.0,2.0,D2 R3,50,0,2,1
