,contrast,energy,image_num,rep_n,subject,ns,ed_w,co_w,en_w
0,79.78760526315791,0.04557334048411295,8.0,0.0,D3 R3,500,-1,1,3
0,74.1523947368421,0.04841605737963767,8.0,1.0,D3 R3,500,-1,1,3
0,84.25913157894738,0.04694666036756598,8.0,2.0,D3 R3,500,-1,1,3
0,138.70460526315787,0.03638358469773235,8.0,3.0,D3 R3,500,-1,1,3
0,94.69800000000001,0.04304124962143954,8.0,4.0,D3 R3,500,-1,1,3
1,85.5175,0.050332701958335134,7.0,0.0,D3 R3,500,-1,1,3
1,127.45381578947368,0.03882300111419087,7.0,1.0,D3 R3,500,-1,1,3
1,117.58228947368418,0.03711991125574452,7.0,2.0,D3 R3,500,-1,1,3
1,125.21152631578951,0.039399702601630816,7.0,3.0,D3 R3,500,-1,1,3
1,127.41642105263159,0.040126824567382556,7.0,4.0,D3 R3,500,-1,1,3
2,49.49378947368422,0.05625316242264498,6.0,0.0,D3 R3,500,-1,1,3
2,62.84228947368421,0.050721518487453925,6.0,1.0,D3 R3,500,-1,1,3
2,108.47965789473686,0.04311635115408197,6.0,2.0,D3 R3,500,-1,1,3
2,59.11644736842106,0.056274412984825564,6.0,3.0,D3 R3,500,-1,1,3
2,56.77223684210526,0.0549253301993436,6.0,4.0,D3 R3,500,-1,1,3
3,130.04318421052633,0.03822519926338857,4.0,0.0,D3 R3,500,-1,1,3
3,131.52542105263157,0.03694471612912321,4.0,1.0,D3 R3,500,-1,1,3
3,121.33434210526316,0.038496204439303974,4.0,2.0,D3 R3,500,-1,1,3
3,120.31647368421054,0.03996540661324207,4.0,3.0,D3 R3,500,-1,1,3
3,115.64152631578945,0.040794350302713465,4.0,4.0,D3 R3,500,-1,1,3
4,200.07847368421054,0.031063875083125983,5.0,0.0,D3 R3,500,-1,1,3
4,195.54034210526316,0.031491463249867076,5.0,1.0,D3 R3,500,-1,1,3
4,216.20799999999997,0.031014751650538776,5.0,2.0,D3 R3,500,-1,1,3
4,174.89115789473684,0.03245227158070637,5.0,3.0,D3 R3,500,-1,1,3
4,164.9678157894737,0.03308339584039719,5.0,4.0,D3 R3,500,-1,1,3
5,74.16521052631576,0.04425982527037345,1.0,0.0,D3 R3,500,-1,1,3
5,87.80552631578946,0.04461068512303766,1.0,1.0,D3 R3,500,-1,1,3
5,94.99307894736843,0.04274240387066057,1.0,2.0,D3 R3,500,-1,1,3
5,166.53339473684213,0.03262845379771951,1.0,3.0,D3 R3,500,-1,1,3
5,111.08197368421054,0.036750840908463915,1.0,4.0,D3 R3,500,-1,1,3
6,127.4501842105263,0.03701890379558999,2.0,0.0,D3 R3,500,-1,1,3
6,76.17273684210527,0.04560255633234085,2.0,1.0,D3 R3,500,-1,1,3
6,161.05544736842106,0.034087572572392366,2.0,2.0,D3 R3,500,-1,1,3
6,136.60173684210525,0.03696312360887819,2.0,3.0,D3 R3,500,-1,1,3
6,139.11200000000002,0.03504417967488856,2.0,4.0,D3 R3,500,-1,1,3
7,174.30581578947368,0.03295734042802366,3.0,0.0,D3 R3,500,-1,1,3
7,227.4603684210526,0.028572155585328936,3.0,1.0,D3 R3,500,-1,1,3
7,212.82626315789472,0.02921688527275881,3.0,2.0,D3 R3,500,-1,1,3
7,181.76873684210528,0.03274990748755199,3.0,3.0,D3 R3,500,-1,1,3
7,208.54131578947366,0.029559684212587957,3.0,4.0,D3 R3,500,-1,1,3
8,54.5692105263158,0.05381405865187329,8.0,0.0,D2 R3,500,-1,1,3
8,51.14005263157897,0.0608170847524274,8.0,1.0,D2 R3,500,-1,1,3
8,47.57213157894738,0.060631601790931376,8.0,2.0,D2 R3,500,-1,1,3
8,48.2846052631579,0.058396927806908805,8.0,3.0,D2 R3,500,-1,1,3
8,71.41573684210526,0.04774658984791756,8.0,4.0,D2 R3,500,-1,1,3
9,52.452763157894736,0.056103436328508755,7.0,0.0,D2 R3,500,-1,1,3
9,68.37444736842106,0.049950695912676396,7.0,1.0,D2 R3,500,-1,1,3
9,85.14534210526315,0.04294204688393088,7.0,2.0,D2 R3,500,-1,1,3
9,71.72757894736843,0.049615687163863643,7.0,3.0,D2 R3,500,-1,1,3
9,57.57881578947368,0.05320618247145341,7.0,4.0,D2 R3,500,-1,1,3
10,32.49665789473684,0.07495784364627708,6.0,0.0,D2 R3,500,-1,1,3
10,30.65963157894737,0.06676679605463828,6.0,1.0,D2 R3,500,-1,1,3
10,31.990421052631596,0.07399050296548793,6.0,2.0,D2 R3,500,-1,1,3
10,36.97289473684211,0.06703296673136933,6.0,3.0,D2 R3,500,-1,1,3
10,77.14036842105263,0.048378717906331366,6.0,4.0,D2 R3,500,-1,1,3
11,62.46647368421051,0.052792454788051627,4.0,0.0,D2 R3,500,-1,1,3
11,81.51044736842107,0.04798954973383799,4.0,1.0,D2 R3,500,-1,1,3
11,46.092526315789485,0.06548889758097316,4.0,2.0,D2 R3,500,-1,1,3
11,54.179605263157896,0.056152342126716236,4.0,3.0,D2 R3,500,-1,1,3
11,59.694052631578955,0.054713804615585504,4.0,4.0,D2 R3,500,-1,1,3
12,28.20057894736842,0.0691531130686928,5.0,0.0,D2 R3,500,-1,1,3
12,31.573421052631577,0.06813579452714172,5.0,1.0,D2 R3,500,-1,1,3
12,24.053184210526315,0.08204967543035832,5.0,2.0,D2 R3,500,-1,1,3
12,60.55139473684212,0.05276800738968753,5.0,3.0,D2 R3,500,-1,1,3
12,44.459631578947366,0.05947172796037456,5.0,4.0,D2 R3,500,-1,1,3
13,54.23105263157896,0.059977679366249786,1.0,0.0,D2 R3,500,-1,1,3
13,68.48555263157895,0.053701319513132305,1.0,1.0,D2 R3,500,-1,1,3
13,69.13797368421055,0.05337818477073085,1.0,2.0,D2 R3,500,-1,1,3
13,70.65147368421053,0.05034869409656935,1.0,3.0,D2 R3,500,-1,1,3
13,50.15721052631579,0.06785864758917304,1.0,4.0,D2 R3,500,-1,1,3
14,28.124763157894744,0.07064413763947781,2.0,0.0,D2 R3,500,-1,1,3
14,59.561315789473696,0.056859956992080775,2.0,1.0,D2 R3,500,-1,1,3
14,33.32718421052632,0.06829968486683219,2.0,2.0,D2 R3,500,-1,1,3
14,71.5033157894737,0.0486843136556518,2.0,3.0,D2 R3,500,-1,1,3
14,52.63868421052633,0.05879175889635744,2.0,4.0,D2 R3,500,-1,1,3
15,48.20126315789476,0.0773525382014384,3.0,0.0,D2 R3,500,-1,1,3
15,45.42263157894739,0.0696867645421609,3.0,1.0,D2 R3,500,-1,1,3
15,70.68276315789474,0.050894253794039244,3.0,2.0,D2 R3,500,-1,1,3
15,48.833210526315796,0.057592732040887926,3.0,3.0,D2 R3,500,-1,1,3
15,28.765236842105267,0.09545295319809771,3.0,4.0,D2 R3,500,-1,1,3
16,87.90102631578947,0.04538620057039437,8.0,0.0,D3 R1,500,-1,1,3
16,131.34921052631577,0.03985616017826008,8.0,1.0,D3 R1,500,-1,1,3
16,75.91957894736844,0.0494236098772277,8.0,2.0,D3 R1,500,-1,1,3
16,60.60260526315789,0.05421220615690614,8.0,3.0,D3 R1,500,-1,1,3
16,91.03747368421054,0.04497319915971379,8.0,4.0,D3 R1,500,-1,1,3
17,99.37165789473683,0.04558971095710473,7.0,0.0,D3 R1,500,-1,1,3
17,90.54555263157893,0.0430989327656749,7.0,1.0,D3 R1,500,-1,1,3
17,95.59663157894734,0.0430762385413328,7.0,2.0,D3 R1,500,-1,1,3
17,87.65136842105262,0.04445153995568807,7.0,3.0,D3 R1,500,-1,1,3
17,107.19642105263159,0.042561671077101126,7.0,4.0,D3 R1,500,-1,1,3
18,66.86915789473684,0.048304436230607095,6.0,0.0,D3 R1,500,-1,1,3
18,112.07644736842106,0.03980160720734891,6.0,1.0,D3 R1,500,-1,1,3
18,119.87202631578948,0.03965298750765885,6.0,2.0,D3 R1,500,-1,1,3
18,84.7963947368421,0.04326459851616034,6.0,3.0,D3 R1,500,-1,1,3
18,73.79286842105265,0.04746362508670394,6.0,4.0,D3 R1,500,-1,1,3
19,92.39226315789473,0.04224667044199937,4.0,0.0,D3 R1,500,-1,1,3
19,95.99634210526317,0.042895140456609346,4.0,1.0,D3 R1,500,-1,1,3
19,158.28155263157893,0.03383876958268144,4.0,2.0,D3 R1,500,-1,1,3
19,140.72931578947367,0.03895262677874227,4.0,3.0,D3 R1,500,-1,1,3
19,113.46928947368423,0.04039754404783728,4.0,4.0,D3 R1,500,-1,1,3
20,123.25778947368421,0.04025105167153798,5.0,0.0,D3 R1,500,-1,1,3
20,134.42315789473682,0.037841405271323986,5.0,1.0,D3 R1,500,-1,1,3
20,111.70921052631579,0.041127525307877916,5.0,2.0,D3 R1,500,-1,1,3
20,89.31081578947368,0.044262270001733654,5.0,3.0,D3 R1,500,-1,1,3
20,111.9845,0.04315285191976151,5.0,4.0,D3 R1,500,-1,1,3
21,215.0655789473684,0.029121919902996868,1.0,0.0,D3 R1,500,-1,1,3
21,131.89526315789476,0.03435913572481463,1.0,1.0,D3 R1,500,-1,1,3
