,contrast,energy,image_num,rep_n,subject,ns,ed_w,co_w,en_w
0,77.25099999999999,0.04953791323466734,8.0,0.0,D3 R3,50,0,2,3
0,145.49597368421053,0.03506836911613333,8.0,1.0,D3 R3,50,0,2,3
0,66.59468421052632,0.04984146264799988,8.0,2.0,D3 R3,50,0,2,3
0,81.74892105263162,0.04714675106233805,8.0,3.0,D3 R3,50,0,2,3
0,97.33013157894737,0.04473703947324884,8.0,4.0,D3 R3,50,0,2,3
1,136.84873684210527,0.03898215018750246,7.0,0.0,D3 R3,50,0,2,3
1,156.3683157894737,0.03928264297092501,7.0,1.0,D3 R3,50,0,2,3
1,136.31144736842106,0.03803138283486956,7.0,2.0,D3 R3,50,0,2,3
1,140.15547368421053,0.03822140812138093,7.0,3.0,D3 R3,50,0,2,3
1,161.57107894736845,0.03553474071643036,7.0,4.0,D3 R3,50,0,2,3
2,68.78676315789475,0.05180452485076811,6.0,0.0,D3 R3,50,0,2,3
2,148.50444736842107,0.03549648357598804,6.0,1.0,D3 R3,50,0,2,3
2,105.44384210526317,0.040634425179831096,6.0,2.0,D3 R3,50,0,2,3
2,50.781342105263164,0.054262133713342445,6.0,3.0,D3 R3,50,0,2,3
2,75.48307894736843,0.049865945640547506,6.0,4.0,D3 R3,50,0,2,3
3,155.62423684210526,0.0346704708829652,4.0,0.0,D3 R3,50,0,2,3
3,186.66265789473687,0.031379220368169244,4.0,1.0,D3 R3,50,0,2,3
3,167.71128947368425,0.03395072402836001,4.0,2.0,D3 R3,50,0,2,3
3,110.12244736842108,0.040212765162252403,4.0,3.0,D3 R3,50,0,2,3
3,168.49049999999994,0.033154939300200796,4.0,4.0,D3 R3,50,0,2,3
4,245.45139473684208,0.030280527052208926,5.0,0.0,D3 R3,50,0,2,3
4,227.08339473684205,0.02949914313981643,5.0,1.0,D3 R3,50,0,2,3
4,206.50297368421053,0.03058524824114231,5.0,2.0,D3 R3,50,0,2,3
4,199.30307894736836,0.03244086885857357,5.0,3.0,D3 R3,50,0,2,3
4,240.4157894736842,0.029093054449035,5.0,4.0,D3 R3,50,0,2,3
5,105.45455263157896,0.0385680901287228,1.0,0.0,D3 R3,50,0,2,3
5,124.42847368421053,0.03654496717796832,1.0,1.0,D3 R3,50,0,2,3
5,173.68052631578948,0.03257827777562044,1.0,2.0,D3 R3,50,0,2,3
5,147.6407631578947,0.03342997187241684,1.0,3.0,D3 R3,50,0,2,3
5,146.4153947368421,0.03701426879168121,1.0,4.0,D3 R3,50,0,2,3
6,96.41884210526314,0.03853924233097977,2.0,0.0,D3 R3,50,0,2,3
6,183.872,0.03129638939110496,2.0,1.0,D3 R3,50,0,2,3
6,135.33615789473683,0.03534033189108084,2.0,2.0,D3 R3,50,0,2,3
6,182.30686842105263,0.03044379158356231,2.0,3.0,D3 R3,50,0,2,3
6,116.34765789473684,0.039390618741971375,2.0,4.0,D3 R3,50,0,2,3
7,242.50002631578948,0.02881513457559097,3.0,0.0,D3 R3,50,0,2,3
7,211.2008157894736,0.030772538077366823,3.0,1.0,D3 R3,50,0,2,3
7,202.06647368421054,0.02874988257232432,3.0,2.0,D3 R3,50,0,2,3
7,191.91368421052636,0.031062225324423605,3.0,3.0,D3 R3,50,0,2,3
7,211.04534210526316,0.030670197441169694,3.0,4.0,D3 R3,50,0,2,3
8,54.10907894736843,0.05535167722612525,8.0,0.0,D2 R3,50,0,2,3
8,72.97005263157897,0.048724933181826,8.0,1.0,D2 R3,50,0,2,3
8,42.53405263157896,0.06036752339533591,8.0,2.0,D2 R3,50,0,2,3
8,35.93331578947369,0.0606399648120773,8.0,3.0,D2 R3,50,0,2,3
8,48.70897368421052,0.05674233446709452,8.0,4.0,D2 R3,50,0,2,3
9,39.90076315789473,0.06699439499852831,7.0,0.0,D2 R3,50,0,2,3
9,73.16497368421055,0.05538326859660068,7.0,1.0,D2 R3,50,0,2,3
9,69.01965789473684,0.04409056013564346,7.0,2.0,D2 R3,50,0,2,3
9,53.64681578947368,0.05169670700572191,7.0,3.0,D2 R3,50,0,2,3
9,81.67102631578948,0.04701419453244547,7.0,4.0,D2 R3,50,0,2,3
10,35.42957894736842,0.06387845539547672,6.0,0.0,D2 R3,50,0,2,3
10,32.73836842105264,0.06296979115685514,6.0,1.0,D2 R3,50,0,2,3
10,43.653973684210534,0.06422665080112924,6.0,2.0,D2 R3,50,0,2,3
10,27.962368421052634,0.07635087215396011,6.0,3.0,D2 R3,50,0,2,3
10,26.20784210526317,0.07815034298090599,6.0,4.0,D2 R3,50,0,2,3
11,77.45350000000002,0.048299704925029066,4.0,0.0,D2 R3,50,0,2,3
11,51.13244736842106,0.058240629410467606,4.0,1.0,D2 R3,50,0,2,3
11,51.08084210526317,0.059207970705082026,4.0,2.0,D2 R3,50,0,2,3
11,55.81084210526316,0.052462428846205875,4.0,3.0,D2 R3,50,0,2,3
11,82.97531578947368,0.04996576736714105,4.0,4.0,D2 R3,50,0,2,3
12,63.51510526315789,0.04895816236389864,5.0,0.0,D2 R3,50,0,2,3
12,86.45073684210527,0.04259658651612221,5.0,1.0,D2 R3,50,0,2,3
12,85.87786842105264,0.046749005648097725,5.0,2.0,D2 R3,50,0,2,3
12,95.70784210526318,0.04402900548615338,5.0,3.0,D2 R3,50,0,2,3
12,71.20826315789475,0.04892037314439924,5.0,4.0,D2 R3,50,0,2,3
13,76.97792105263159,0.04841794540945672,1.0,0.0,D2 R3,50,0,2,3
13,72.35363157894739,0.05287526481076823,1.0,1.0,D2 R3,50,0,2,3
13,73.75926315789474,0.048929747111083374,1.0,2.0,D2 R3,50,0,2,3
13,56.28868421052631,0.057748745354576324,1.0,3.0,D2 R3,50,0,2,3
13,81.02378947368422,0.04880094823337406,1.0,4.0,D2 R3,50,0,2,3
14,32.41923684210527,0.06851037691585381,2.0,0.0,D2 R3,50,0,2,3
14,32.57813157894737,0.06541637098462268,2.0,1.0,D2 R3,50,0,2,3
14,57.67802631578948,0.05359706872230298,2.0,2.0,D2 R3,50,0,2,3
