,contrast,energy,image_num,rep_n,subject,ns,ed_w,co_w,en_w
0,242.00913157894735,0.029805643509938695,8.0,0.0,D3 R3,100,0,2,2
0,190.56321052631574,0.03206438834595164,8.0,1.0,D3 R3,100,0,2,2
0,235.13634210526317,0.029209672818256358,8.0,2.0,D3 R3,100,0,2,2
0,211.0653157894737,0.032876905693477905,8.0,3.0,D3 R3,100,0,2,2
0,129.30097368421053,0.039908729840117986,8.0,4.0,D3 R3,100,0,2,2
1,185.61457894736841,0.0326155096256987,7.0,0.0,D3 R3,100,0,2,2
1,134.4747105263158,0.03867000276148694,7.0,1.0,D3 R3,100,0,2,2
1,160.13052631578947,0.03477570593088931,7.0,2.0,D3 R3,100,0,2,2
1,168.3773947368421,0.03530845970684371,7.0,3.0,D3 R3,100,0,2,2
1,164.91168421052626,0.03578966234470399,7.0,4.0,D3 R3,100,0,2,2
2,179.45102631578948,0.03372248545007839,6.0,0.0,D3 R3,100,0,2,2
2,139.55415789473687,0.036914121343608296,6.0,1.0,D3 R3,100,0,2,2
2,149.98150000000004,0.03667556815059551,6.0,2.0,D3 R3,100,0,2,2
2,163.41968421052627,0.03627625613266576,6.0,3.0,D3 R3,100,0,2,2
2,174.68728947368425,0.03449955838972251,6.0,4.0,D3 R3,100,0,2,2
3,191.67202631578948,0.031917353454250334,4.0,0.0,D3 R3,100,0,2,2
3,186.69721052631576,0.031302064661577235,4.0,1.0,D3 R3,100,0,2,2
3,180.85073684210528,0.03289810509071239,4.0,2.0,D3 R3,100,0,2,2
3,117.41621052631581,0.04020706016336695,4.0,3.0,D3 R3,100,0,2,2
3,205.6847631578947,0.029403670366553395,4.0,4.0,D3 R3,100,0,2,2
4,223.59392105263157,0.030403843475142113,5.0,0.0,D3 R3,100,0,2,2
4,195.76176315789473,0.03209613761594214,5.0,1.0,D3 R3,100,0,2,2
4,233.80239473684213,0.029517354865013678,5.0,2.0,D3 R3,100,0,2,2
4,235.56571052631574,0.029110866025860906,5.0,3.0,D3 R3,100,0,2,2
4,212.5459210526315,0.030790795068361385,5.0,4.0,D3 R3,100,0,2,2
5,123.46436842105265,0.03921357282407215,1.0,0.0,D3 R3,100,0,2,2
5,173.87271052631576,0.03298305512240726,1.0,1.0,D3 R3,100,0,2,2
5,175.8633684210526,0.032258966629107,1.0,2.0,D3 R3,100,0,2,2
5,231.514,0.02925087303666682,1.0,3.0,D3 R3,100,0,2,2
5,251.96176315789467,0.02762973678069765,1.0,4.0,D3 R3,100,0,2,2
6,216.4352894736842,0.0298396395064112,2.0,0.0,D3 R3,100,0,2,2
6,170.0268947368421,0.03250267941224337,2.0,1.0,D3 R3,100,0,2,2
6,197.80347368421053,0.02971460509972641,2.0,2.0,D3 R3,100,0,2,2
6,205.81889473684203,0.029782184806624836,2.0,3.0,D3 R3,100,0,2,2
6,191.38665789473683,0.029907411369886984,2.0,4.0,D3 R3,100,0,2,2
7,263.1248421052631,0.027452622245316454,3.0,0.0,D3 R3,100,0,2,2
7,267.6208947368421,0.026881157092807584,3.0,1.0,D3 R3,100,0,2,2
7,332.62752631578945,0.024399399145683072,3.0,2.0,D3 R3,100,0,2,2
7,226.71499999999997,0.029050897402476163,3.0,3.0,D3 R3,100,0,2,2
7,218.59042105263157,0.029759719890782556,3.0,4.0,D3 R3,100,0,2,2
8,48.461815789473675,0.056245295278780694,8.0,0.0,D2 R3,100,0,2,2
8,95.85294736842107,0.044096995519540966,8.0,1.0,D2 R3,100,0,2,2
8,44.03702631578947,0.0633561608396807,8.0,2.0,D2 R3,100,0,2,2
8,52.583473684210524,0.05627887070729692,8.0,3.0,D2 R3,100,0,2,2
8,63.95092105263159,0.04893532675875528,8.0,4.0,D2 R3,100,0,2,2
9,58.23939473684212,0.052291662206207304,7.0,0.0,D2 R3,100,0,2,2
9,54.7228157894737,0.056228643221756275,7.0,1.0,D2 R3,100,0,2,2
