,contrast,energy,image_num,rep_n,subject,ns,ed_w,co_w,en_w
0,68.31194736842106,0.050006450414946405,8.0,0.0,D3 R3,50,0,3,1
0,101.03613157894735,0.04273950357929986,8.0,1.0,D3 R3,50,0,3,1
0,148.5266315789474,0.03514836480515779,8.0,2.0,D3 R3,50,0,3,1
0,86.09234210526316,0.04322697456033546,8.0,3.0,D3 R3,50,0,3,1
0,82.00613157894738,0.046793858210292805,8.0,4.0,D3 R3,50,0,3,1
1,140.5296842105263,0.03848074850545616,7.0,0.0,D3 R3,50,0,3,1
1,139.289,0.037669386602128395,7.0,1.0,D3 R3,50,0,3,1
1,147.57044736842101,0.03937980063510913,7.0,2.0,D3 R3,50,0,3,1
1,133.53694736842107,0.03805826376022971,7.0,3.0,D3 R3,50,0,3,1
1,163.24247368421052,0.036539182285667854,7.0,4.0,D3 R3,50,0,3,1
2,61.77721052631579,0.05165604804056322,6.0,0.0,D3 R3,50,0,3,1
2,113.95634210526313,0.03923321049945037,6.0,1.0,D3 R3,50,0,3,1
2,156.73215789473684,0.03470379209244385,6.0,2.0,D3 R3,50,0,3,1
2,81.18836842105264,0.04588304489530165,6.0,3.0,D3 R3,50,0,3,1
2,54.41684210526317,0.05745385357709896,6.0,4.0,D3 R3,50,0,3,1
3,169.40386842105258,0.034033814861349584,4.0,0.0,D3 R3,50,0,3,1
3,127.52923684210522,0.03800098409572793,4.0,1.0,D3 R3,50,0,3,1
3,171.67063157894734,0.032086356598691496,4.0,2.0,D3 R3,50,0,3,1
3,181.77976315789473,0.031420705499272644,4.0,3.0,D3 R3,50,0,3,1
3,185.45342105263157,0.03253628381580995,4.0,4.0,D3 R3,50,0,3,1
4,232.4817105263158,0.02946722203593741,5.0,0.0,D3 R3,50,0,3,1
4,217.608,0.031789190483227904,5.0,1.0,D3 R3,50,0,3,1
4,201.94126315789475,0.030347405617298342,5.0,2.0,D3 R3,50,0,3,1
4,201.68144736842103,0.03141992857021385,5.0,3.0,D3 R3,50,0,3,1
4,215.18334210526314,0.030930855109161354,5.0,4.0,D3 R3,50,0,3,1
5,104.95197368421053,0.03756482393449911,1.0,0.0,D3 R3,50,0,3,1
5,138.39149999999998,0.03632026574243515,1.0,1.0,D3 R3,50,0,3,1
5,164.42889473684207,0.03340277680994438,1.0,2.0,D3 R3,50,0,3,1
5,151.87634210526315,0.03356110316168649,1.0,3.0,D3 R3,50,0,3,1
5,80.839,0.04573164830300452,1.0,4.0,D3 R3,50,0,3,1
6,135.31097368421052,0.03656174813370933,2.0,0.0,D3 R3,50,0,3,1
6,181.06226315789476,0.031535737982217926,2.0,1.0,D3 R3,50,0,3,1
6,185.57192105263164,0.03023071487549801,2.0,2.0,D3 R3,50,0,3,1
6,149.8732631578947,0.03363761682890121,2.0,3.0,D3 R3,50,0,3,1
6,104.93055263157895,0.039825615373641085,2.0,4.0,D3 R3,50,0,3,1
7,201.1601052631579,0.030907455016925427,3.0,0.0,D3 R3,50,0,3,1
7,177.72899999999996,0.034089781858304906,3.0,1.0,D3 R3,50,0,3,1
7,233.82734210526314,0.02857728138015113,3.0,2.0,D3 R3,50,0,3,1
7,196.43363157894734,0.029024914075998796,3.0,3.0,D3 R3,50,0,3,1
7,200.01084210526312,0.03033058278499709,3.0,4.0,D3 R3,50,0,3,1
8,39.16863157894737,0.06359241426738389,8.0,0.0,D2 R3,50,0,3,1
8,54.65734210526318,0.057882507679702856,8.0,1.0,D2 R3,50,0,3,1
8,53.84552631578947,0.05400749217031203,8.0,2.0,D2 R3,50,0,3,1
8,44.17513157894737,0.0573983474575595,8.0,3.0,D2 R3,50,0,3,1
8,45.15505263157895,0.05680391016933882,8.0,4.0,D2 R3,50,0,3,1
9,39.92513157894737,0.06513020466386381,7.0,0.0,D2 R3,50,0,3,1
9,71.89084210526315,0.043787409807132104,7.0,1.0,D2 R3,50,0,3,1
9,52.081736842105265,0.05215175026211165,7.0,2.0,D2 R3,50,0,3,1
9,53.06528947368422,0.05990143681886095,7.0,3.0,D2 R3,50,0,3,1
9,87.30681578947366,0.04445955864120376,7.0,4.0,D2 R3,50,0,3,1
10,39.07736842105265,0.06945018043408434,6.0,0.0,D2 R3,50,0,3,1
10,35.80755263157895,0.06350127051753154,6.0,1.0,D2 R3,50,0,3,1
10,45.4296052631579,0.059952067072457045,6.0,2.0,D2 R3,50,0,3,1
10,27.714105263157904,0.07441697208347048,6.0,3.0,D2 R3,50,0,3,1
10,45.91368421052633,0.06815485412847892,6.0,4.0,D2 R3,50,0,3,1
11,58.139052631578956,0.051464854344367685,4.0,0.0,D2 R3,50,0,3,1
11,42.77963157894736,0.06373000202333855,4.0,1.0,D2 R3,50,0,3,1
11,67.5951052631579,0.047502831961066604,4.0,2.0,D2 R3,50,0,3,1
11,56.22794736842106,0.056817489796843416,4.0,3.0,D2 R3,50,0,3,1
11,108.02439473684211,0.045391163093498825,4.0,4.0,D2 R3,50,0,3,1
12,67.51784210526316,0.04861235094932094,5.0,0.0,D2 R3,50,0,3,1
12,66.61673684210527,0.050846106277135,5.0,1.0,D2 R3,50,0,3,1
12,78.16173684210527,0.04773780318767922,5.0,2.0,D2 R3,50,0,3,1
12,98.48173684210528,0.043073372786598646,5.0,3.0,D2 R3,50,0,3,1
12,67.71557894736844,0.05070533322220175,5.0,4.0,D2 R3,50,0,3,1
13,75.5183157894737,0.05181292593194106,1.0,0.0,D2 R3,50,0,3,1
13,90.3997105263158,0.045121423592745964,1.0,1.0,D2 R3,50,0,3,1
13,81.90307894736843,0.04821632563947346,1.0,2.0,D2 R3,50,0,3,1
13,74.9601052631579,0.049090943221445554,1.0,3.0,D2 R3,50,0,3,1
13,53.52907894736843,0.05703547154052832,1.0,4.0,D2 R3,50,0,3,1
14,38.198368421052635,0.06498888675506029,2.0,0.0,D2 R3,50,0,3,1
14,48.53460526315791,0.054508573241158174,2.0,1.0,D2 R3,50,0,3,1
14,57.32657894736842,0.054716601774007216,2.0,2.0,D2 R3,50,0,3,1
14,22.700105263157898,0.08305115568030222,2.0,3.0,D2 R3,50,0,3,1
14,30.396552631578952,0.06882533143063967,2.0,4.0,D2 R3,50,0,3,1
15,33.46881578947369,0.07076483135951586,3.0,0.0,D2 R3,50,0,3,1
15,30.468263157894746,0.07417573139122946,3.0,1.0,D2 R3,50,0,3,1
15,55.85407894736843,0.054500968885133436,3.0,2.0,D2 R3,50,0,3,1
15,33.30055263157895,0.0865917703669977,3.0,3.0,D2 R3,50,0,3,1
15,35.56297368421053,0.07450372511090747,3.0,4.0,D2 R3,50,0,3,1
16,176.28997368421048,0.035739327291311136,8.0,0.0,D3 R1,50,0,3,1
16,72.10268421052632,0.04929453496367847,8.0,1.0,D3 R1,50,0,3,1
16,109.1341052631579,0.04076408802581234,8.0,2.0,D3 R1,50,0,3,1
16,121.08844736842106,0.03937117391163306,8.0,3.0,D3 R1,50,0,3,1
16,69.27905263157895,0.05165435545695184,8.0,4.0,D3 R1,50,0,3,1
17,86.40157894736842,0.04542442964819995,7.0,0.0,D3 R1,50,0,3,1
17,105.38652631578947,0.04488349029243409,7.0,1.0,D3 R1,50,0,3,1
17,107.68502631578944,0.038296418252488425,7.0,2.0,D3 R1,50,0,3,1
17,79.61328947368423,0.04811070091919561,7.0,3.0,D3 R1,50,0,3,1
17,95.81071052631577,0.04378090123580589,7.0,4.0,D3 R1,50,0,3,1
18,108.98331578947369,0.04248153827467675,6.0,0.0,D3 R1,50,0,3,1
18,119.13910526315789,0.04022115542211964,6.0,1.0,D3 R1,50,0,3,1
18,97.42123684210524,0.04477273328075206,6.0,2.0,D3 R1,50,0,3,1
18,99.74897368421051,0.0430820377954597,6.0,3.0,D3 R1,50,0,3,1
18,124.11984210526316,0.03831723085056385,6.0,4.0,D3 R1,50,0,3,1
19,114.97955263157895,0.03960426209610887,4.0,0.0,D3 R1,50,0,3,1
19,207.46128947368422,0.031435975694529286,4.0,1.0,D3 R1,50,0,3,1
19,146.05481578947365,0.03544075466765263,4.0,2.0,D3 R1,50,0,3,1
19,101.57400000000001,0.04197586613698565,4.0,3.0,D3 R1,50,0,3,1
19,149.72113157894734,0.037597145637811434,4.0,4.0,D3 R1,50,0,3,1
20,120.39860526315789,0.038588733769861105,5.0,0.0,D3 R1,50,0,3,1
20,163.66513157894732,0.03296595448526636,5.0,1.0,D3 R1,50,0,3,1
20,118.81431578947371,0.03515900270078957,5.0,2.0,D3 R1,50,0,3,1
20,130.4745789473684,0.038907331840080314,5.0,3.0,D3 R1,50,0,3,1
20,123.73484210526317,0.03881584299728692,5.0,4.0,D3 R1,50,0,3,1
21,244.98821052631575,0.028756746769489458,1.0,0.0,D3 R1,50,0,3,1
21,316.9058684210526,0.024955306309869054,1.0,1.0,D3 R1,50,0,3,1
21,256.8698684210526,0.026662862580698825,1.0,2.0,D3 R1,50,0,3,1
21,261.82242105263157,0.02713663871345933,1.0,3.0,D3 R1,50,0,3,1
21,237.85665789473686,0.02766377823144881,1.0,4.0,D3 R1,50,0,3,1
22,266.245447368421,0.027229251421293028,2.0,0.0,D3 R1,50,0,3,1
22,216.88918421052637,0.030611784841644497,2.0,1.0,D3 R1,50,0,3,1
22,261.3311052631579,0.02830489175932183,2.0,2.0,D3 R1,50,0,3,1
22,258.45239473684205,0.025484026282514043,2.0,3.0,D3 R1,50,0,3,1
22,163.5145789473684,0.03360177515591713,2.0,4.0,D3 R1,50,0,3,1
23,111.74242105263156,0.03452559370233356,3.0,0.0,D3 R1,50,0,3,1
23,137.9448157894737,0.035891263915955436,3.0,1.0,D3 R1,50,0,3,1
23,143.84947368421055,0.033859842286513835,3.0,2.0,D3 R1,50,0,3,1
23,151.78686842105262,0.0346080947410667,3.0,3.0,D3 R1,50,0,3,1
23,220.7745789473684,0.029102770665141345,3.0,4.0,D3 R1,50,0,3,1
24,155.75849999999994,0.03485971589447864,8.0,0.0,D2 R1,50,0,3,1
24,133.86194736842106,0.03450295563235738,8.0,1.0,D2 R1,50,0,3,1
24,223.3116578947368,0.03138546538882496,8.0,2.0,D2 R1,50,0,3,1
24,180.0913421052631,0.03402689583093345,8.0,3.0,D2 R1,50,0,3,1
24,245.06171052631572,0.031367273027385005,8.0,4.0,D2 R1,50,0,3,1
25,173.39384210526313,0.03495864691975125,7.0,0.0,D2 R1,50,0,3,1
25,281.5961052631578,0.028963560064922067,7.0,1.0,D2 R1,50,0,3,1
25,133.86739473684207,0.0359687893716798,7.0,2.0,D2 R1,50,0,3,1
25,286.1053684210526,0.02859394900442382,7.0,3.0,D2 R1,50,0,3,1
25,121.07539473684209,0.040439799997313466,7.0,4.0,D2 R1,50,0,3,1
26,133.39207894736842,0.03703878423215484,6.0,0.0,D2 R1,50,0,3,1
26,202.47018421052633,0.030188793072046027,6.0,1.0,D2 R1,50,0,3,1
26,224.88915789473685,0.02817885963260234,6.0,2.0,D2 R1,50,0,3,1
26,191.5788157894737,0.03058274616316995,6.0,3.0,D2 R1,50,0,3,1
26,134.5886578947368,0.03312653592320615,6.0,4.0,D2 R1,50,0,3,1
27,175.06942105263155,0.03345132280239328,4.0,0.0,D2 R1,50,0,3,1
27,179.26892105263158,0.034178395842728956,4.0,1.0,D2 R1,50,0,3,1
27,90.36407894736841,0.04119718981621759,4.0,2.0,D2 R1,50,0,3,1
27,197.5821842105263,0.030269644613730617,4.0,3.0,D2 R1,50,0,3,1
27,114.89850000000004,0.03985245468028691,4.0,4.0,D2 R1,50,0,3,1
28,247.20581578947366,0.029231583211720015,5.0,0.0,D2 R1,50,0,3,1
28,107.5792894736842,0.04062022612053142,5.0,1.0,D2 R1,50,0,3,1
28,83.44868421052631,0.045047827768979073,5.0,2.0,D2 R1,50,0,3,1
28,318.93944736842104,0.02686392302160656,5.0,3.0,D2 R1,50,0,3,1
28,51.330842105263166,0.0529366127769729,5.0,4.0,D2 R1,50,0,3,1
29,261.54821052631576,0.02536915810241807,1.0,0.0,D2 R1,50,0,3,1
29,193.13826315789476,0.030890488814018062,1.0,1.0,D2 R1,50,0,3,1
29,155.81321052631574,0.034333347340627714,1.0,2.0,D2 R1,50,0,3,1
29,345.4629999999999,0.023603304794666286,1.0,3.0,D2 R1,50,0,3,1
29,227.32442105263164,0.029086805320751762,1.0,4.0,D2 R1,50,0,3,1
30,222.06773684210526,0.02976847990949292,2.0,0.0,D2 R1,50,0,3,1
30,283.90776315789475,0.02629304938540563,2.0,1.0,D2 R1,50,0,3,1
30,204.31644736842108,0.030652427793567825,2.0,2.0,D2 R1,50,0,3,1
30,357.37634210526306,0.022987644218222983,2.0,3.0,D2 R1,50,0,3,1
30,167.74289473684212,0.031634654811480895,2.0,4.0,D2 R1,50,0,3,1
31,287.64636842105256,0.027707258516772006,3.0,0.0,D2 R1,50,0,3,1
31,189.11842105263153,0.03351870834122738,3.0,1.0,D2 R1,50,0,3,1
31,287.7046315789473,0.023102175791812105,3.0,2.0,D2 R1,50,0,3,1
31,240.56181578947368,0.02935753665498441,3.0,3.0,D2 R1,50,0,3,1
31,182.52192105263154,0.03277426360073765,3.0,4.0,D2 R1,50,0,3,1
32,154.61192105263157,0.03276526097667782,8.0,0.0,D3 R5,50,0,3,1
32,157.07665789473685,0.03396285856303697,8.0,1.0,D3 R5,50,0,3,1
32,123.31286842105263,0.03613943162261328,8.0,2.0,D3 R5,50,0,3,1
32,123.07636842105262,0.03769842700819183,8.0,3.0,D3 R5,50,0,3,1
32,103.82552631578949,0.040668547403643986,8.0,4.0,D3 R5,50,0,3,1
33,124.60460526315788,0.03905682964384405,7.0,0.0,D3 R5,50,0,3,1
33,86.82781578947369,0.04567969296121057,7.0,1.0,D3 R5,50,0,3,1
33,108.11681578947369,0.039335640201065766,7.0,2.0,D3 R5,50,0,3,1
33,68.29534210526316,0.049536337008407545,7.0,3.0,D3 R5,50,0,3,1
33,101.43647368421051,0.04180831555214201,7.0,4.0,D3 R5,50,0,3,1
34,188.94739473684214,0.03372307071746223,6.0,0.0,D3 R5,50,0,3,1
34,123.84078947368417,0.03603975471153473,6.0,1.0,D3 R5,50,0,3,1
34,263.7592368421052,0.026013467372969383,6.0,2.0,D3 R5,50,0,3,1
34,117.85963157894737,0.03701410508264724,6.0,3.0,D3 R5,50,0,3,1
34,179.4941052631579,0.03233300908443712,6.0,4.0,D3 R5,50,0,3,1
35,145.18647368421048,0.0350445847805003,4.0,0.0,D3 R5,50,0,3,1
35,173.32294736842107,0.03506140734937148,4.0,1.0,D3 R5,50,0,3,1
35,122.01171052631581,0.03724196542772237,4.0,2.0,D3 R5,50,0,3,1
35,154.50110526315788,0.032021931326398405,4.0,3.0,D3 R5,50,0,3,1
35,123.1072894736842,0.035916941156644476,4.0,4.0,D3 R5,50,0,3,1
36,41.28013157894737,0.06193151990622172,5.0,0.0,D3 R5,50,0,3,1
36,52.51736842105264,0.05422949016797149,5.0,1.0,D3 R5,50,0,3,1
36,88.72739473684209,0.0467159522423103,5.0,2.0,D3 R5,50,0,3,1
36,71.18092105263158,0.04824874232282197,5.0,3.0,D3 R5,50,0,3,1
36,99.72831578947365,0.04025105597279662,5.0,4.0,D3 R5,50,0,3,1
37,150.8005789473684,0.0364313094015181,1.0,0.0,D3 R5,50,0,3,1
37,197.37584210526313,0.0314625266264083,1.0,1.0,D3 R5,50,0,3,1
37,172.8783947368421,0.032610259376774337,1.0,2.0,D3 R5,50,0,3,1
37,140.70152631578944,0.036187296519122295,1.0,3.0,D3 R5,50,0,3,1
37,147.10323684210525,0.034327159482199276,1.0,4.0,D3 R5,50,0,3,1
38,94.473,0.038224814278068085,2.0,0.0,D3 R5,50,0,3,1
38,157.6080789473684,0.03317722389826442,2.0,1.0,D3 R5,50,0,3,1
38,101.49576315789474,0.03943383075875649,2.0,2.0,D3 R5,50,0,3,1
38,95.80728947368421,0.04036589918699341,2.0,3.0,D3 R5,50,0,3,1
38,174.6921842105263,0.029855561804077967,2.0,4.0,D3 R5,50,0,3,1
