,contrast,energy,image_num,rep_n,subject,ns,ed_w,co_w,en_w
0,242.00913157894735,0.029805643509938695,8.0,0.0,D3 R3,100,0,3,1
0,190.56321052631574,0.03206438834595164,8.0,1.0,D3 R3,100,0,3,1
0,235.13634210526317,0.029209672818256358,8.0,2.0,D3 R3,100,0,3,1
0,211.0653157894737,0.032876905693477905,8.0,3.0,D3 R3,100,0,3,1
0,129.30097368421053,0.039908729840117986,8.0,4.0,D3 R3,100,0,3,1
1,185.61457894736841,0.0326155096256987,7.0,0.0,D3 R3,100,0,3,1
1,134.4747105263158,0.03867000276148694,7.0,1.0,D3 R3,100,0,3,1
1,160.13052631578947,0.03477570593088931,7.0,2.0,D3 R3,100,0,3,1
1,168.3773947368421,0.03530845970684371,7.0,3.0,D3 R3,100,0,3,1
1,164.91168421052626,0.03578966234470399,7.0,4.0,D3 R3,100,0,3,1
2,175.28413157894738,0.03483337861775654,6.0,0.0,D3 R3,100,0,3,1
2,140.8590263157895,0.037442555262673226,6.0,1.0,D3 R3,100,0,3,1
2,150.75249999999997,0.03640542427849876,6.0,2.0,D3 R3,100,0,3,1
2,164.23486842105268,0.03500093983700559,6.0,3.0,D3 R3,100,0,3,1
2,159.49142105263158,0.03419084454083451,6.0,4.0,D3 R3,100,0,3,1
3,196.0895789473684,0.03205213464311004,4.0,0.0,D3 R3,100,0,3,1
3,130.86047368421052,0.03847896680560164,4.0,1.0,D3 R3,100,0,3,1
3,196.03360526315788,0.03139662278713546,4.0,2.0,D3 R3,100,0,3,1
3,187.9376315789474,0.030944476010555857,4.0,3.0,D3 R3,100,0,3,1
3,156.0624736842105,0.03494539666282867,4.0,4.0,D3 R3,100,0,3,1
4,223.59392105263157,0.030403843475142113,5.0,0.0,D3 R3,100,0,3,1
4,195.76176315789473,0.03209613761594214,5.0,1.0,D3 R3,100,0,3,1
4,233.80239473684213,0.029517354865013678,5.0,2.0,D3 R3,100,0,3,1
4,235.56571052631574,0.029110866025860906,5.0,3.0,D3 R3,100,0,3,1
4,212.5459210526315,0.030790795068361385,5.0,4.0,D3 R3,100,0,3,1
5,199.0462368421052,0.02985708108403641,1.0,0.0,D3 R3,100,0,3,1
5,188.0965,0.033939717620112345,1.0,1.0,D3 R3,100,0,3,1
5,118.04068421052632,0.038707131591104504,1.0,2.0,D3 R3,100,0,3,1
5,99.97421052631579,0.03832941487058379,1.0,3.0,D3 R3,100,0,3,1
5,98.38984210526316,0.0400526142886746,1.0,4.0,D3 R3,100,0,3,1
6,216.4352894736842,0.0298396395064112,2.0,0.0,D3 R3,100,0,3,1
6,170.0268947368421,0.03250267941224337,2.0,1.0,D3 R3,100,0,3,1
6,197.80347368421053,0.02971460509972641,2.0,2.0,D3 R3,100,0,3,1
6,205.81889473684203,0.029782184806624836,2.0,3.0,D3 R3,100,0,3,1
6,191.38665789473683,0.029907411369886984,2.0,4.0,D3 R3,100,0,3,1
7,263.1248421052631,0.027452622245316454,3.0,0.0,D3 R3,100,0,3,1
7,267.6208947368421,0.026881157092807584,3.0,1.0,D3 R3,100,0,3,1
7,332.62752631578945,0.024399399145683072,3.0,2.0,D3 R3,100,0,3,1
7,226.71499999999997,0.029050897402476163,3.0,3.0,D3 R3,100,0,3,1
7,218.59042105263157,0.029759719890782556,3.0,4.0,D3 R3,100,0,3,1
8,48.461815789473675,0.056245295278780694,8.0,0.0,D2 R3,100,0,3,1
8,95.85294736842107,0.044096995519540966,8.0,1.0,D2 R3,100,0,3,1
8,44.03702631578947,0.0633561608396807,8.0,2.0,D2 R3,100,0,3,1
8,52.583473684210524,0.05627887070729692,8.0,3.0,D2 R3,100,0,3,1
8,63.95092105263159,0.04893532675875528,8.0,4.0,D2 R3,100,0,3,1
9,58.23939473684212,0.052291662206207304,7.0,0.0,D2 R3,100,0,3,1
9,54.7228157894737,0.056228643221756275,7.0,1.0,D2 R3,100,0,3,1
9,49.30957894736843,0.059364632787871116,7.0,2.0,D2 R3,100,0,3,1
9,54.75118421052631,0.055368761881080274,7.0,3.0,D2 R3,100,0,3,1
9,74.94184210526316,0.0468302283878557,7.0,4.0,D2 R3,100,0,3,1
10,41.268157894736845,0.06381938405503014,6.0,0.0,D2 R3,100,0,3,1
10,36.04113157894738,0.0644120274465755,6.0,1.0,D2 R3,100,0,3,1
10,43.967078947368435,0.060675205886904775,6.0,2.0,D2 R3,100,0,3,1
10,33.2357105263158,0.06668171546447588,6.0,3.0,D2 R3,100,0,3,1
10,99.66665789473683,0.04088655679212654,6.0,4.0,D2 R3,100,0,3,1
11,69.93197368421052,0.05080190739543005,4.0,0.0,D2 R3,100,0,3,1
11,58.53736842105264,0.05488005682503539,4.0,1.0,D2 R3,100,0,3,1
11,63.57618421052634,0.05284980744349412,4.0,2.0,D2 R3,100,0,3,1
11,60.58597368421053,0.05427137298067698,4.0,3.0,D2 R3,100,0,3,1
11,63.51210526315789,0.05178102867603079,4.0,4.0,D2 R3,100,0,3,1
12,94.46934210526318,0.04158055043545283,5.0,0.0,D2 R3,100,0,3,1
12,31.57089473684211,0.0689708326887015,5.0,1.0,D2 R3,100,0,3,1
12,42.100421052631596,0.06746719219117293,5.0,2.0,D2 R3,100,0,3,1
12,83.18547368421054,0.04733450174451679,5.0,3.0,D2 R3,100,0,3,1
12,54.130078947368425,0.05371764309847745,5.0,4.0,D2 R3,100,0,3,1
13,72.60257894736841,0.04662208825839322,1.0,0.0,D2 R3,100,0,3,1
13,97.36123684210528,0.04886454863777429,1.0,1.0,D2 R3,100,0,3,1
13,74.40597368421055,0.05306118417381937,1.0,2.0,D2 R3,100,0,3,1
13,74.91723684210528,0.0519125256422721,1.0,3.0,D2 R3,100,0,3,1
13,82.90047368421054,0.04818606452496854,1.0,4.0,D2 R3,100,0,3,1
14,76.83547368421051,0.044933422586911416,2.0,0.0,D2 R3,100,0,3,1
14,46.52184210526316,0.058810060947919955,2.0,1.0,D2 R3,100,0,3,1
14,70.91510526315793,0.050281100407327466,2.0,2.0,D2 R3,100,0,3,1
14,32.39213157894737,0.06775362988712033,2.0,3.0,D2 R3,100,0,3,1
14,62.70573684210527,0.058647442458518245,2.0,4.0,D2 R3,100,0,3,1
15,99.64444736842108,0.055002864443162505,3.0,0.0,D2 R3,100,0,3,1
15,54.031026315789504,0.06577712778896787,3.0,1.0,D2 R3,100,0,3,1
15,100.97065789473685,0.050853610308811345,3.0,2.0,D2 R3,100,0,3,1
15,78.25447368421052,0.049127374865942486,3.0,3.0,D2 R3,100,0,3,1
15,73.87828947368422,0.04948700128719554,3.0,4.0,D2 R3,100,0,3,1
16,125.71857894736843,0.03997493588006063,8.0,0.0,D3 R1,100,0,3,1
16,110.46357894736839,0.04112762212843162,8.0,1.0,D3 R1,100,0,3,1
16,149.21807894736844,0.042586745431255874,8.0,2.0,D3 R1,100,0,3,1
16,160.77668421052635,0.0355180838415925,8.0,3.0,D3 R1,100,0,3,1
16,125.9924736842105,0.037484456612503075,8.0,4.0,D3 R1,100,0,3,1
17,124.10484210526313,0.03997041842451078,7.0,0.0,D3 R1,100,0,3,1
17,128.73950000000002,0.037973934966528095,7.0,1.0,D3 R1,100,0,3,1
17,97.84426315789476,0.0432669194164488,7.0,2.0,D3 R1,100,0,3,1
17,97.6898947368421,0.04122153176970069,7.0,3.0,D3 R1,100,0,3,1
17,95.4338947368421,0.04312676589182278,7.0,4.0,D3 R1,100,0,3,1
18,166.80494736842107,0.03286557654877907,6.0,0.0,D3 R1,100,0,3,1
18,121.9923947368421,0.03942345049273926,6.0,1.0,D3 R1,100,0,3,1
18,186.61726315789474,0.032785122630973614,6.0,2.0,D3 R1,100,0,3,1
18,97.79144736842102,0.04348911332551325,6.0,3.0,D3 R1,100,0,3,1
18,102.64247368421053,0.04441708481905037,6.0,4.0,D3 R1,100,0,3,1
19,171.54002631578942,0.03317587231943004,4.0,0.0,D3 R1,100,0,3,1
19,127.0296052631579,0.038305485890502415,4.0,1.0,D3 R1,100,0,3,1
19,138.70684210526315,0.039939297777066736,4.0,2.0,D3 R1,100,0,3,1
19,224.65057894736842,0.02990678037611828,4.0,3.0,D3 R1,100,0,3,1
19,155.1270263157895,0.036907348246259006,4.0,4.0,D3 R1,100,0,3,1
20,159.90384210526315,0.03534648442517073,5.0,0.0,D3 R1,100,0,3,1
20,166.65431578947366,0.03468318223857069,5.0,1.0,D3 R1,100,0,3,1
20,190.0071315789473,0.032169796014635654,5.0,2.0,D3 R1,100,0,3,1
20,136.77749999999997,0.03549117170083372,5.0,3.0,D3 R1,100,0,3,1
20,132.4784736842105,0.03786373914951178,5.0,4.0,D3 R1,100,0,3,1
21,330.3504999999999,0.02277958792513115,1.0,0.0,D3 R1,100,0,3,1
21,238.7120789473684,0.0274056427050628,1.0,1.0,D3 R1,100,0,3,1
21,276.9523421052631,0.022827843898706502,1.0,2.0,D3 R1,100,0,3,1
21,257.0481842105263,0.02670355107264194,1.0,3.0,D3 R1,100,0,3,1
21,352.27444736842097,0.022853357948649154,1.0,4.0,D3 R1,100,0,3,1
22,242.2439736842105,0.024837156621289616,2.0,0.0,D3 R1,100,0,3,1
22,298.15352631578935,0.025548728630325975,2.0,1.0,D3 R1,100,0,3,1
22,219.0743947368421,0.028483599548043362,2.0,2.0,D3 R1,100,0,3,1
22,185.1118684210526,0.03109008111993793,2.0,3.0,D3 R1,100,0,3,1
22,191.42092105263163,0.030823401235293806,2.0,4.0,D3 R1,100,0,3,1
23,204.70694736842103,0.02764167108930677,3.0,0.0,D3 R1,100,0,3,1
23,210.74189473684214,0.029862316788704112,3.0,1.0,D3 R1,100,0,3,1
23,253.80823684210526,0.029326140334609455,3.0,2.0,D3 R1,100,0,3,1
23,204.95147368421044,0.03006496889355844,3.0,3.0,D3 R1,100,0,3,1
23,149.6473157894737,0.03444883596246723,3.0,4.0,D3 R1,100,0,3,1
24,176.65431578947374,0.033445608467506965,8.0,0.0,D2 R1,100,0,3,1
24,183.86318421052633,0.03324289960218903,8.0,1.0,D2 R1,100,0,3,1
24,195.86876315789476,0.0320520860294079,8.0,2.0,D2 R1,100,0,3,1
24,170.8653684210526,0.0328651182445753,8.0,3.0,D2 R1,100,0,3,1
24,377.2922631578946,0.027139311777701965,8.0,4.0,D2 R1,100,0,3,1
25,253.57049999999995,0.02810570051897034,7.0,0.0,D2 R1,100,0,3,1
25,277.7251315789473,0.031072936046834018,7.0,1.0,D2 R1,100,0,3,1
25,334.14481578947357,0.027108558818550944,7.0,2.0,D2 R1,100,0,3,1
25,293.9401052631578,0.02836422803696521,7.0,3.0,D2 R1,100,0,3,1
25,293.43736842105255,0.029010779828546267,7.0,4.0,D2 R1,100,0,3,1
26,203.7725789473684,0.028664793041478648,6.0,0.0,D2 R1,100,0,3,1
26,206.55544736842103,0.029337142606056372,6.0,1.0,D2 R1,100,0,3,1
26,239.22673684210523,0.028836276062878072,6.0,2.0,D2 R1,100,0,3,1
26,252.80563157894733,0.027918714868152443,6.0,3.0,D2 R1,100,0,3,1
26,228.16076315789473,0.028523651312735647,6.0,4.0,D2 R1,100,0,3,1
27,135.51371052631578,0.03885531439923903,4.0,0.0,D2 R1,100,0,3,1
27,75.22581578947369,0.04732995879989757,4.0,1.0,D2 R1,100,0,3,1
27,98.21144736842106,0.041260308877208614,4.0,2.0,D2 R1,100,0,3,1
27,200.02639473684206,0.030320072340012657,4.0,3.0,D2 R1,100,0,3,1
27,116.43818421052633,0.04283158492969912,4.0,4.0,D2 R1,100,0,3,1
28,315.4092894736841,0.026232433774193563,5.0,0.0,D2 R1,100,0,3,1
28,328.3094736842105,0.026606167666440358,5.0,1.0,D2 R1,100,0,3,1
28,232.26465789473679,0.030614674753283055,5.0,2.0,D2 R1,100,0,3,1
28,199.66702631578943,0.031750068161420494,5.0,3.0,D2 R1,100,0,3,1
28,338.53007894736834,0.02752478107827929,5.0,4.0,D2 R1,100,0,3,1
29,207.8267631578948,0.030674205058251774,1.0,0.0,D2 R1,100,0,3,1
29,219.23165789473686,0.028689726654544223,1.0,1.0,D2 R1,100,0,3,1
29,479.9097631578944,0.019593832768207343,1.0,2.0,D2 R1,100,0,3,1
29,204.2384736842105,0.030798396143081042,1.0,3.0,D2 R1,100,0,3,1
29,409.6821052631577,0.021022140748792675,1.0,4.0,D2 R1,100,0,3,1
30,362.2053947368419,0.02223504352738756,2.0,0.0,D2 R1,100,0,3,1
30,254.04818421052624,0.029145933799823793,2.0,1.0,D2 R1,100,0,3,1
30,233.8053157894737,0.02887216307369464,2.0,2.0,D2 R1,100,0,3,1
30,313.9803157894736,0.023935451054336004,2.0,3.0,D2 R1,100,0,3,1
30,229.1630526315789,0.02793480860603765,2.0,4.0,D2 R1,100,0,3,1
31,375.62978947368407,0.023522518238188857,3.0,0.0,D2 R1,100,0,3,1
31,220.12831578947365,0.030933424176801682,3.0,1.0,D2 R1,100,0,3,1
31,316.63715789473673,0.02303813230637858,3.0,2.0,D2 R1,100,0,3,1
31,225.68839473684204,0.030017625247257054,3.0,3.0,D2 R1,100,0,3,1
31,205.60660526315786,0.031220431995108884,3.0,4.0,D2 R1,100,0,3,1
32,144.04702631578942,0.03677381358590606,8.0,0.0,D3 R5,100,0,3,1
32,141.2856842105263,0.03667331636168169,8.0,1.0,D3 R5,100,0,3,1
32,211.51810526315785,0.029578397166637814,8.0,2.0,D3 R5,100,0,3,1
32,147.12249999999995,0.034374223738402127,8.0,3.0,D3 R5,100,0,3,1
32,116.21668421052631,0.03762288269044596,8.0,4.0,D3 R5,100,0,3,1
33,107.11852631578947,0.04215384122046162,7.0,0.0,D3 R5,100,0,3,1
33,103.74781578947369,0.040321084062120635,7.0,1.0,D3 R5,100,0,3,1
33,84.52707894736841,0.04552397316759587,7.0,2.0,D3 R5,100,0,3,1
33,108.80757894736843,0.040780266363202436,7.0,3.0,D3 R5,100,0,3,1
33,105.52626315789475,0.040466116430260136,7.0,4.0,D3 R5,100,0,3,1
34,103.95678947368421,0.038191020104476114,6.0,0.0,D3 R5,100,0,3,1
34,125.335,0.03705247738454759,6.0,1.0,D3 R5,100,0,3,1
34,121.16486842105266,0.03915479967960683,6.0,2.0,D3 R5,100,0,3,1
34,82.12371052631579,0.042770108746834706,6.0,3.0,D3 R5,100,0,3,1
34,191.80807894736841,0.03192227294061766,6.0,4.0,D3 R5,100,0,3,1
35,190.74747368421052,0.03240805233203129,4.0,0.0,D3 R5,100,0,3,1
35,182.21689473684208,0.033203972787367864,4.0,1.0,D3 R5,100,0,3,1
35,170.4064736842105,0.03330780127896138,4.0,2.0,D3 R5,100,0,3,1
35,105.56721052631578,0.040180643001601665,4.0,3.0,D3 R5,100,0,3,1
35,147.98184210526315,0.034624094335986004,4.0,4.0,D3 R5,100,0,3,1
36,50.363157894736844,0.054621097894312375,5.0,0.0,D3 R5,100,0,3,1
36,60.317447368421064,0.05273265294843993,5.0,1.0,D3 R5,100,0,3,1
36,50.908394736842105,0.05328394058344149,5.0,2.0,D3 R5,100,0,3,1
36,47.78576315789474,0.05576977991529601,5.0,3.0,D3 R5,100,0,3,1
36,53.861605263157905,0.0521984778914369,5.0,4.0,D3 R5,100,0,3,1
37,189.02873684210522,0.03248217602013095,1.0,0.0,D3 R5,100,0,3,1
37,170.06949999999998,0.03397950335421997,1.0,1.0,D3 R5,100,0,3,1
37,186.61613157894737,0.03332660712377231,1.0,2.0,D3 R5,100,0,3,1
37,161.35736842105263,0.0351349791376453,1.0,3.0,D3 R5,100,0,3,1
37,154.2383947368421,0.03522370632875857,1.0,4.0,D3 R5,100,0,3,1
38,191.71284210526315,0.030678246012335052,2.0,0.0,D3 R5,100,0,3,1
38,167.94971052631576,0.032326165186713225,2.0,1.0,D3 R5,100,0,3,1
38,101.05307894736842,0.04145433107766851,2.0,2.0,D3 R5,100,0,3,1
38,100.6962894736842,0.03986860778139353,2.0,3.0,D3 R5,100,0,3,1
38,230.09468421052634,0.026246045738310884,2.0,4.0,D3 R5,100,0,3,1
39,243.07223684210518,0.02803044199919722,3.0,0.0,D3 R5,100,0,3,1
39,254.84621052631573,0.022839922282299814,3.0,1.0,D3 R5,100,0,3,1
