,contrast,energy,image_num,rep_n,subject,ns,ed_w,co_w,en_w
0,156.0286842105263,0.03452216358215909,8.0,0.0,D3 R3,500,-1,1,0
0,150.46355263157892,0.034689481270311955,8.0,1.0,D3 R3,500,-1,1,0
0,88.16897368421053,0.04494259958678101,8.0,2.0,D3 R3,500,-1,1,0
0,82.87813157894739,0.0450373805962284,8.0,3.0,D3 R3,500,-1,1,0
0,99.01997368421053,0.044212938530683595,8.0,4.0,D3 R3,500,-1,1,0
1,87.18336842105263,0.046741779759325086,7.0,0.0,D3 R3,500,-1,1,0
1,67.11018421052634,0.055032060663135506,7.0,1.0,D3 R3,500,-1,1,0
1,123.73723684210526,0.03738464251326841,7.0,2.0,D3 R3,500,-1,1,0
1,125.54044736842106,0.0388350086228501,7.0,3.0,D3 R3,500,-1,1,0
1,122.05455263157897,0.04065403234933023,7.0,4.0,D3 R3,500,-1,1,0
2,98.99676315789475,0.04458003866805669,6.0,0.0,D3 R3,500,-1,1,0
2,85.87821052631578,0.047545094500698305,6.0,1.0,D3 R3,500,-1,1,0
2,94.34994736842106,0.045203544740027995,6.0,2.0,D3 R3,500,-1,1,0
2,49.378815789473684,0.05513562037693084,6.0,3.0,D3 R3,500,-1,1,0
2,54.460473684210505,0.054021851662671753,6.0,4.0,D3 R3,500,-1,1,0
3,128.60065789473683,0.038459655264998054,4.0,0.0,D3 R3,500,-1,1,0
3,111.49623684210526,0.04038665271412727,4.0,1.0,D3 R3,500,-1,1,0
3,147.22186842105265,0.035191807234055086,4.0,2.0,D3 R3,500,-1,1,0
3,117.33789473684212,0.04041051037824778,4.0,3.0,D3 R3,500,-1,1,0
3,116.68376315789475,0.038463972062365126,4.0,4.0,D3 R3,500,-1,1,0
4,209.6343157894737,0.02991694412379665,5.0,0.0,D3 R3,500,-1,1,0
4,191.7686842105263,0.03200072497447466,5.0,1.0,D3 R3,500,-1,1,0
4,173.8534736842105,0.03277325990952003,5.0,2.0,D3 R3,500,-1,1,0
4,166.40089473684208,0.03292307200672669,5.0,3.0,D3 R3,500,-1,1,0
4,184.02560526315784,0.030414751897130256,5.0,4.0,D3 R3,500,-1,1,0
5,168.67634210526316,0.032833395437506595,1.0,0.0,D3 R3,500,-1,1,0
5,71.83847368421053,0.044786694359929616,1.0,1.0,D3 R3,500,-1,1,0
5,79.8845,0.04664943744409374,1.0,2.0,D3 R3,500,-1,1,0
5,97.0855789473684,0.042689754815470486,1.0,3.0,D3 R3,500,-1,1,0
5,101.8706842105263,0.04164111774413133,1.0,4.0,D3 R3,500,-1,1,0
6,127.4501842105263,0.03701890379558999,2.0,0.0,D3 R3,500,-1,1,0
6,77.41755263157894,0.04533400208620848,2.0,1.0,D3 R3,500,-1,1,0
6,161.05544736842106,0.034087572572392366,2.0,2.0,D3 R3,500,-1,1,0
6,136.60173684210525,0.03696312360887819,2.0,3.0,D3 R3,500,-1,1,0
6,139.11200000000002,0.03504417967488856,2.0,4.0,D3 R3,500,-1,1,0
7,174.30581578947368,0.03295734042802366,3.0,0.0,D3 R3,500,-1,1,0
7,227.4603684210526,0.028572155585328936,3.0,1.0,D3 R3,500,-1,1,0
7,212.82626315789472,0.02921688527275881,3.0,2.0,D3 R3,500,-1,1,0
7,181.76873684210528,0.03274990748755199,3.0,3.0,D3 R3,500,-1,1,0
7,208.54131578947366,0.029559684212587957,3.0,4.0,D3 R3,500,-1,1,0
8,62.26528947368422,0.05095551329522701,8.0,0.0,D2 R3,500,-1,1,0
8,64.19668421052633,0.04866322805304779,8.0,1.0,D2 R3,500,-1,1,0
8,101.2218947368421,0.0421442089619733,8.0,2.0,D2 R3,500,-1,1,0
8,55.73663157894737,0.053695815954034345,8.0,3.0,D2 R3,500,-1,1,0
8,49.853973684210544,0.06137902205990638,8.0,4.0,D2 R3,500,-1,1,0
9,86.85468421052633,0.04400582701909315,7.0,0.0,D2 R3,500,-1,1,0
9,71.06684210526316,0.04755137184129308,7.0,1.0,D2 R3,500,-1,1,0
9,62.53460526315791,0.05312952930015953,7.0,2.0,D2 R3,500,-1,1,0
9,63.247421052631594,0.053655661913740875,7.0,3.0,D2 R3,500,-1,1,0
9,58.581552631578965,0.05395096586208188,7.0,4.0,D2 R3,500,-1,1,0
10,84.48215789473684,0.04375590185755998,6.0,0.0,D2 R3,500,-1,1,0
10,57.95078947368422,0.058662372028130266,6.0,1.0,D2 R3,500,-1,1,0
10,87.1540263157895,0.04379141885861852,6.0,2.0,D2 R3,500,-1,1,0
10,90.24344736842104,0.04306993604106834,6.0,3.0,D2 R3,500,-1,1,0
10,53.298763157894754,0.051489352232785,6.0,4.0,D2 R3,500,-1,1,0
11,87.05463157894735,0.047373621790520154,4.0,0.0,D2 R3,500,-1,1,0
11,61.63144736842105,0.053916001792672634,4.0,1.0,D2 R3,500,-1,1,0
11,64.57105263157897,0.05187373467401852,4.0,2.0,D2 R3,500,-1,1,0
11,90.67671052631579,0.04546640795221855,4.0,3.0,D2 R3,500,-1,1,0
11,82.76050000000002,0.04734519167260004,4.0,4.0,D2 R3,500,-1,1,0
12,79.44034210526317,0.0480227504083919,5.0,0.0,D2 R3,500,-1,1,0
12,99.53889473684208,0.044527972160307724,5.0,1.0,D2 R3,500,-1,1,0
12,80.76918421052632,0.04637171787670331,5.0,2.0,D2 R3,500,-1,1,0
12,76.81013157894738,0.04708177523794942,5.0,3.0,D2 R3,500,-1,1,0
12,71.89000000000001,0.04906143683676147,5.0,4.0,D2 R3,500,-1,1,0
13,75.40844736842105,0.049458837357926076,1.0,0.0,D2 R3,500,-1,1,0
13,66.44428947368422,0.05453209746323364,1.0,1.0,D2 R3,500,-1,1,0
13,55.10573684210527,0.05955593404337131,1.0,2.0,D2 R3,500,-1,1,0
13,68.44663157894739,0.054537856302600524,1.0,3.0,D2 R3,500,-1,1,0
13,84.90868421052632,0.04649174859026717,1.0,4.0,D2 R3,500,-1,1,0
14,86.31331578947368,0.04066719362236733,2.0,0.0,D2 R3,500,-1,1,0
14,60.08392105263158,0.05160926539138324,2.0,1.0,D2 R3,500,-1,1,0
14,90.41128947368423,0.04598344803377399,2.0,2.0,D2 R3,500,-1,1,0
14,62.331894736842116,0.05387043937288007,2.0,3.0,D2 R3,500,-1,1,0
14,51.49710526315791,0.057139630090418045,2.0,4.0,D2 R3,500,-1,1,0
15,64.52984210526317,0.0565962060580584,3.0,0.0,D2 R3,500,-1,1,0
15,55.32776315789475,0.05792940050797434,3.0,1.0,D2 R3,500,-1,1,0
15,60.509842105263154,0.05431966211714479,3.0,2.0,D2 R3,500,-1,1,0
15,49.576789473684215,0.05763625011110462,3.0,3.0,D2 R3,500,-1,1,0
15,80.82921052631582,0.05567783019859225,3.0,4.0,D2 R3,500,-1,1,0
16,132.4188947368421,0.039648752133029,8.0,0.0,D3 R1,500,-1,1,0
16,79.09468421052632,0.046452679732106185,8.0,1.0,D3 R1,500,-1,1,0
16,75.23081578947368,0.04937713142774944,8.0,2.0,D3 R1,500,-1,1,0
16,83.96805263157896,0.04685505069491729,8.0,3.0,D3 R1,500,-1,1,0
16,164.7432368421053,0.03495806252832202,8.0,4.0,D3 R1,500,-1,1,0
17,87.24521052631582,0.043882997294208914,7.0,0.0,D3 R1,500,-1,1,0
17,107.88321052631578,0.043593187509402394,7.0,1.0,D3 R1,500,-1,1,0
17,96.77063157894736,0.04599628884222746,7.0,2.0,D3 R1,500,-1,1,0
17,84.0882894736842,0.04603358628742708,7.0,3.0,D3 R1,500,-1,1,0
17,95.07394736842105,0.04269559845492065,7.0,4.0,D3 R1,500,-1,1,0
18,95.61884210526313,0.041515924922379654,6.0,0.0,D3 R1,500,-1,1,0
18,76.4838947368421,0.045791889682178656,6.0,1.0,D3 R1,500,-1,1,0
18,137.1670789473684,0.036862358155080946,6.0,2.0,D3 R1,500,-1,1,0
18,105.76947368421054,0.04073963423723798,6.0,3.0,D3 R1,500,-1,1,0
18,61.15394736842104,0.054098318978906275,6.0,4.0,D3 R1,500,-1,1,0
19,93.5363947368421,0.04330173398612331,4.0,0.0,D3 R1,500,-1,1,0
19,99.42236842105262,0.04126596056539871,4.0,1.0,D3 R1,500,-1,1,0
19,136.00397368421056,0.037530527740299295,4.0,2.0,D3 R1,500,-1,1,0
19,144.69902631578947,0.038673803648499074,4.0,3.0,D3 R1,500,-1,1,0
19,204.45986842105265,0.029818495255122753,4.0,4.0,D3 R1,500,-1,1,0
20,138.60052631578947,0.03766610947953212,5.0,0.0,D3 R1,500,-1,1,0
20,128.91897368421056,0.03986051250377637,5.0,1.0,D3 R1,500,-1,1,0
20,112.36105263157896,0.04089366573819135,5.0,2.0,D3 R1,500,-1,1,0
20,88.21597368421054,0.0444328682215469,5.0,3.0,D3 R1,500,-1,1,0
20,99.45889473684211,0.042289404087323595,5.0,4.0,D3 R1,500,-1,1,0
21,215.0655789473684,0.029121919902996868,1.0,0.0,D3 R1,500,-1,1,0
21,131.89526315789476,0.03435913572481463,1.0,1.0,D3 R1,500,-1,1,0
21,206.47865789473684,0.027798661509458533,1.0,2.0,D3 R1,500,-1,1,0
21,311.6555526315788,0.02407569002989347,1.0,3.0,D3 R1,500,-1,1,0
21,212.5960526315789,0.027881035612301135,1.0,4.0,D3 R1,500,-1,1,0
22,203.2581315789474,0.030587404845459767,2.0,0.0,D3 R1,500,-1,1,0
22,222.6824736842105,0.029623596662531986,2.0,1.0,D3 R1,500,-1,1,0
22,255.1691578947368,0.025574540718534686,2.0,2.0,D3 R1,500,-1,1,0
22,182.40631578947372,0.03257147478283853,2.0,3.0,D3 R1,500,-1,1,0
22,202.70936842105257,0.02908950748952926,2.0,4.0,D3 R1,500,-1,1,0
23,99.75086842105263,0.0400259308262051,3.0,0.0,D3 R1,500,-1,1,0
23,115.9107105263158,0.033840509088984796,3.0,1.0,D3 R1,500,-1,1,0
23,129.55847368421053,0.03338414352325312,3.0,2.0,D3 R1,500,-1,1,0
23,115.41807894736843,0.03644980991252601,3.0,3.0,D3 R1,500,-1,1,0
23,191.91736842105266,0.031548916641847446,3.0,4.0,D3 R1,500,-1,1,0
24,116.82571052631582,0.038801156920810397,8.0,0.0,D2 R1,500,-1,1,0
24,77.90102631578948,0.045493671746464584,8.0,1.0,D2 R1,500,-1,1,0
24,80.23334210526316,0.045576163005995034,8.0,2.0,D2 R1,500,-1,1,0
24,143.6011842105263,0.03625382299069221,8.0,3.0,D2 R1,500,-1,1,0
24,147.0097105263158,0.03365205084858559,8.0,4.0,D2 R1,500,-1,1,0
25,107.62776315789472,0.0403055461427022,7.0,0.0,D2 R1,500,-1,1,0
25,99.68828947368422,0.04350508216881374,7.0,1.0,D2 R1,500,-1,1,0
25,133.58415789473685,0.035849794368066984,7.0,2.0,D2 R1,500,-1,1,0
25,186.8312105263158,0.03493176966396,7.0,3.0,D2 R1,500,-1,1,0
25,164.64136842105262,0.03525613146807492,7.0,4.0,D2 R1,500,-1,1,0
26,80.46442105263158,0.04253726979167375,6.0,0.0,D2 R1,500,-1,1,0
26,110.3978947368421,0.037427274817664835,6.0,1.0,D2 R1,500,-1,1,0
26,118.70728947368421,0.037175954497467634,6.0,2.0,D2 R1,500,-1,1,0
26,205.16565789473682,0.030467843272608094,6.0,3.0,D2 R1,500,-1,1,0
26,143.72373684210524,0.0340336520767932,6.0,4.0,D2 R1,500,-1,1,0
27,112.78147368421051,0.03928326439459741,4.0,0.0,D2 R1,500,-1,1,0
27,61.843657894736836,0.04974794501525663,4.0,1.0,D2 R1,500,-1,1,0
27,74.00289473684211,0.04415164860786338,4.0,2.0,D2 R1,500,-1,1,0
27,90.90210526315789,0.041109672753572454,4.0,3.0,D2 R1,500,-1,1,0
27,85.49228947368418,0.04298865646292675,4.0,4.0,D2 R1,500,-1,1,0
28,72.01884210526318,0.051022233896611736,5.0,0.0,D2 R1,500,-1,1,0
28,73.72207894736839,0.04831304100083043,5.0,1.0,D2 R1,500,-1,1,0
28,55.879842105263165,0.05270902197185903,5.0,2.0,D2 R1,500,-1,1,0
28,51.29736842105263,0.054948345171798516,5.0,3.0,D2 R1,500,-1,1,0
28,47.6103157894737,0.05335904165996431,5.0,4.0,D2 R1,500,-1,1,0
29,249.58589473684208,0.026778821168189876,1.0,0.0,D2 R1,500,-1,1,0
29,189.6765263157895,0.029703334638431746,1.0,1.0,D2 R1,500,-1,1,0
29,212.36605263157892,0.029763722131558968,1.0,2.0,D2 R1,500,-1,1,0
29,262.3248684210526,0.027281726302191736,1.0,3.0,D2 R1,500,-1,1,0
29,223.27528947368418,0.028915532733134915,1.0,4.0,D2 R1,500,-1,1,0
30,101.67302631578947,0.03908744812734688,2.0,0.0,D2 R1,500,-1,1,0
30,137.04568421052633,0.03858390594255504,2.0,1.0,D2 R1,500,-1,1,0
30,153.18705263157892,0.03443410242727838,2.0,2.0,D2 R1,500,-1,1,0
30,204.89407894736837,0.030784676864308462,2.0,3.0,D2 R1,500,-1,1,0
30,211.49410526315788,0.027466102250832482,2.0,4.0,D2 R1,500,-1,1,0
31,134.52944736842107,0.0394942095759328,3.0,0.0,D2 R1,500,-1,1,0
31,115.33265789473684,0.03825884106540069,3.0,1.0,D2 R1,500,-1,1,0
31,96.32918421052632,0.04528112785881339,3.0,2.0,D2 R1,500,-1,1,0
31,162.8025,0.03329961879944523,3.0,3.0,D2 R1,500,-1,1,0
31,232.01255263157893,0.028730292534905968,3.0,4.0,D2 R1,500,-1,1,0
32,132.93005263157895,0.03722689564015204,8.0,0.0,D3 R5,500,-1,1,0
32,80.56728947368421,0.043521168473090864,8.0,1.0,D3 R5,500,-1,1,0
32,65.0152105263158,0.04920268724503739,8.0,2.0,D3 R5,500,-1,1,0
32,113.1276052631579,0.03840788797533343,8.0,3.0,D3 R5,500,-1,1,0
32,99.00223684210528,0.04159048807192508,8.0,4.0,D3 R5,500,-1,1,0
33,102.28263157894736,0.04060061541773929,7.0,0.0,D3 R5,500,-1,1,0
33,108.95997368421052,0.04023207004161972,7.0,1.0,D3 R5,500,-1,1,0
33,79.60747368421053,0.04668099511267023,7.0,2.0,D3 R5,500,-1,1,0
33,100.26060526315788,0.04408917791724271,7.0,3.0,D3 R5,500,-1,1,0
33,81.53384210526315,0.043385260367716075,7.0,4.0,D3 R5,500,-1,1,0
34,154.81507894736842,0.03179371050539447,6.0,0.0,D3 R5,500,-1,1,0
34,137.85639473684208,0.03525030696709233,6.0,1.0,D3 R5,500,-1,1,0
34,116.11002631578947,0.039421360057827336,6.0,2.0,D3 R5,500,-1,1,0
34,101.21902631578945,0.04151059922050546,6.0,3.0,D3 R5,500,-1,1,0
34,116.68978947368421,0.03978511358734439,6.0,4.0,D3 R5,500,-1,1,0
35,90.52907894736842,0.04243159722675186,4.0,0.0,D3 R5,500,-1,1,0
35,107.53042105263155,0.03854866155237071,4.0,1.0,D3 R5,500,-1,1,0
35,75.64292105263159,0.0461451776876275,4.0,2.0,D3 R5,500,-1,1,0
35,118.39371052631576,0.0382519801960587,4.0,3.0,D3 R5,500,-1,1,0
35,133.81802631578947,0.035964163449628286,4.0,4.0,D3 R5,500,-1,1,0
36,94.63994736842105,0.04229623222448794,5.0,0.0,D3 R5,500,-1,1,0
36,96.36131578947368,0.04006834535102461,5.0,1.0,D3 R5,500,-1,1,0
36,77.75526315789475,0.04611639946015923,5.0,2.0,D3 R5,500,-1,1,0
36,86.61813157894736,0.04460255775059023,5.0,3.0,D3 R5,500,-1,1,0
36,110.28421052631579,0.03950461507455003,5.0,4.0,D3 R5,500,-1,1,0
37,124.83897368421052,0.037435373675389794,1.0,0.0,D3 R5,500,-1,1,0
37,128.704,0.038222309514187376,1.0,1.0,D3 R5,500,-1,1,0
37,122.88476315789474,0.036660931411609816,1.0,2.0,D3 R5,500,-1,1,0
37,146.74050000000003,0.03488789426441479,1.0,3.0,D3 R5,500,-1,1,0
37,127.33357894736841,0.03667305671256023,1.0,4.0,D3 R5,500,-1,1,0
38,95.16149999999998,0.04225589421096027,2.0,0.0,D3 R5,500,-1,1,0
38,118.77442105263157,0.037840490229792544,2.0,1.0,D3 R5,500,-1,1,0
38,139.9480789473684,0.03263836941231497,2.0,2.0,D3 R5,500,-1,1,0
38,84.49594736842106,0.04436486999587278,2.0,3.0,D3 R5,500,-1,1,0
38,144.68731578947364,0.03563627719161419,2.0,4.0,D3 R5,500,-1,1,0
39,90.85015789473684,0.03941948472041801,3.0,0.0,D3 R5,500,-1,1,0
39,159.45999999999995,0.029292606348763173,3.0,1.0,D3 R5,500,-1,1,0
